,DIVISION,SUBDIVISION,PREFIX,MILEPOST,TRACK TYPE,TRACK CODE,SIDE,DEFECT TYPE,SIZE,DATE FOUND,CAR NAME,PREPARED BY,CURVE-TANG,ROADMASTER,JOINT-WELD,ROLLED YEAR,MILL,WEIGHT,MGT,AGE,CUM MGT
3885,AP,EASTERN KENTUCKY,0VB,195.958,SG,M,L,TDD,10.0,05/14/2012,S994,SRS,T,R03,,1949.0,UT,132.0,4.48,64.0,103.2192
3886,AP,EASTERN KENTUCKY,0VB,199.192,SG,M,L,TW,15.0,05/14/2012,S994,SRS,T,R03,,1988.0,BS,132.0,4.48,25.0,84.0
3887,AP,EASTERN KENTUCKY,0VB,195.972,SG,M,R,TW,35.0,05/14/2012,S994,SRS,T,R03,,1987.0,BS,132.0,4.48,26.0,86.1952
3888,AP,CUMBERLAND VALLEY,0WM,256.74,SG,M,R,BHB,1.0,05/13/2011,S994,SRS,T,R07,,1981.0,BS,132.0,5.33,31.0,114.0087
3889,AP,CINCINNATI,CA,564.105,SG,M,L,EFBW,20.0,05/13/2011,D016,DPS,T,F75,,1982.0,KR,122.0,20.09,30.0,421.89
3890,AP,CINCINNATI,CA,572.041,SG,M,R,EFBW,20.0,05/13/2011,D016,DPS,T,F75,,1982.0,KL,122.0,20.09,30.0,421.89
3891,AP,CUMBERLAND VALLEY,0WM,257.8,SG,M,L,HW,2.0,05/13/2011,S994,SRS,T,R07,,1981.0,BS,132.0,5.33,31.0,114.0087
3892,AP,CUMBERLAND VALLEY,0WS,259.79,SG,M,L,TDD,10.0,05/13/2011,S994,SRS,T,R07,,1941.0,UT,131.0,5.33,71.0,109.7447
3893,AP,CINCINNATI,CA,559.499,SG,M,R,VSH,108.0,05/13/2011,D016,DPS,T,F75,,1980.0,BS,122.0,20.09,32.0,437.1584
3894,AP,S V AND E,CMN,12.3,SG,M,L,EFBW,20.0,05/12/2011,S958,SRS,T,G15,,1947.0,BS,131.0,3.07,65.0,69.8425
3895,AP,S V AND E,CMN,9.39,SG,M,R,SD,12.0,05/12/2011,S958,SRS,T,G15,,1949.0,UC,132.0,3.07,63.0,71.5617
3896,AP,BLUE RIDGE,ZD,0.924,SG,M,L,HW,2.0,05/11/2012,S958,SRS,T,M03,J,1948.0,UT,132.0,33.44,65.0,760.76
3897,AP,BLUE RIDGE,ZD,1.01,SG,M,L,HW,2.0,05/11/2012,S958,SRS,T,M03,J,1948.0,UT,112.0,33.44,65.0,760.76
3898,AP,BLUE RIDGE,Z,259.777,SG,M,L,HW,2.0,05/11/2012,S958,SRS,T,M03,,1958.0,UT,132.0,33.44,55.0,827.64
3899,AP,BLUE RIDGE,Z,271.294,SG,M,R,OAW,20.0,05/11/2012,S958,SRS,T,M03,,1968.0,UT,132.0,33.44,45.0,827.64
3900,AP,BLUE RIDGE,Z,274.753,SG,M,R,SD,4.0,05/11/2012,S958,SRS,T,M03,,1965.0,UI,132.0,33.44,48.0,834.6624
3901,AP,BLUE RIDGE,Z,261.203,SG,M,L,SD,6.0,05/11/2012,S958,SRS,T,M03,,1964.0,UT,132.0,33.44,49.0,835.6656
3902,AP,CUMBERLAND VALLEY,0SC,222.29,SG,M,L,BHB,1.0,05/11/2011,S994,SRS,T,R10,J,1987.0,BS,136.0,5.33,25.0,99.9375
3903,AP,CUMBERLAND VALLEY,0SC,211.72,SG,M,R,HW,2.0,05/11/2011,S994,SRS,T,R10,,1943.0,UC,140.0,5.33,69.0,114.0087
3904,AP,BLUE RIDGE,Z,248.1,SG,M,L,TW,10.0,05/10/2012,S958,SRS,T,M03,,1966.0,UI,132.0,33.44,47.0,832.9904
3905,AP,EASTERN KENTUCKY,0VB,143.813,SG,M,R,TW,10.0,05/10/2012,S994,SRS,T,R03,,1954.0,UT,132.0,4.48,59.0,108.3712
3906,AP,BLUE RIDGE,Z,197.592,SG,M,L,BHB,2.0,05/09/2012,S958,SRS,T,M03,J,1980.0,TH,132.0,33.44,33.0,739.3584
3907,AP,BLUE RIDGE,Z,192.658,SG,M,R,SW,3.0,05/09/2012,S958,SRS,T,M03,,1990.0,YA,132.0,33.44,23.0,592.2224
3908,AP,BLUE RIDGE,Z,212.775,SG,M,L,TDD,10.0,05/09/2012,S958,SRS,T,M03,,1997.0,BS,136.0,33.44,16.0,449.4336
3909,AP,COLUMBUS,CD,84.827,1,M,R,TW,10.0,05/09/2012,S994,SRS,T,G95,,1985.0,OT,136.0,21.62,28.0,435.8592
3910,AP,COLUMBUS,CD,47.228,1,M,R,BHB,1.0,05/09/2011,D024,DPS,T,G95,,1990.0,BS,132.0,21.62,22.0,370.9992
3911,AP,KD,0CO,191.7,SG,M,L,TDD,10.0,05/09/2011,S994,SRS,T,R08,,1970.0,UT,132.0,21.28,42.0,518.3808
3912,AP,KD,0CO,193.3,SG,M,L,TDD,20.0,05/09/2011,S994,SRS,T,R08,,1970.0,UT,132.0,21.28,42.0,518.3808
3913,AP,KD,0CO,193.3,SG,M,R,TDD,20.0,05/09/2011,S994,SRS,T,R08,,1970.0,UT,132.0,21.28,42.0,518.3808
3914,AP,COLUMBUS,CD,43.053,1,M,L,TW,10.0,05/09/2011,D024,DPS,T,G95,,1967.0,UI,122.0,21.62,45.0,535.095
3915,AP,COLUMBUS,CD,44.14,1,M,R,EFBW,10.0,05/08/2012,S994,SRS,T,G95,,1948.0,UI,132.0,21.62,65.0,491.855
3916,AP,COLUMBUS,CD,73.158,1,M,L,HSH,1.0,05/08/2012,S994,SRS,T,G95,,1950.0,UI,132.0,21.62,63.0,503.9622
3917,AP,COLUMBUS,CD,49.387,1,M,R,TW,10.0,05/08/2012,S994,SRS,T,G95,,1955.0,UI,132.0,21.62,58.0,526.6632
3918,AP,COLUMBUS,CD,0.5,1,M,R,TDD,20.0,05/07/2012,S994,SRS,T,G45,,1977.0,BL,122.0,21.62,36.0,498.1248
3919,AP,COLUMBUS,CD,14.584,1,M,R,TW,10.0,05/07/2012,S994,SRS,T,G45,,1970.0,BL,122.0,21.62,43.0,529.9062
3920,AP,COLUMBUS,CD,27.528,1,M,L,VSH,4.0,05/07/2012,S994,SRS,T,G45,,1950.0,IN,132.0,21.62,63.0,503.9622
3921,AP,COLUMBUS,CK,0.765,1,M,L,BHB,1.0,05/06/2011,D024,DPS,T,G45,,1984.0,IL,122.0,21.62,28.0,435.8592
3922,AP,COLUMBUS,CK,0.765,1,M,L,BHB,1.0,05/06/2011,D024,DPS,T,G45,,1981.0,BS,122.0,21.62,31.0,462.4518
3923,AP,COLUMBUS,CK,1.812,1,M,L,BHB,1.0,05/06/2011,D024,DPS,T,G45,,1988.0,TH,122.0,21.62,24.0,394.3488
3924,AP,COLUMBUS,CD,25.436,1,M,L,EFBW,10.0,05/06/2011,D024,DPS,T,G45,,1943.0,UC,132.0,21.62,69.0,462.4518
3925,AP,BIG SANDY,CMG,79.09,SG,M,R,EFBW,20.0,05/06/2011,S958,SRS,T,G05,,1978.0,BL,122.0,38.95,34.0,874.038
3926,AP,BIG SANDY,CMG,79.13,SG,M,R,EFBW,20.0,05/06/2011,S958,SRS,T,G05,,1976.0,BL,122.0,38.95,36.0,897.408
3927,AP,COLUMBUS,CD,15.128,1,M,R,HW,3.0,05/06/2011,D024,DPS,T,G45,,1971.0,UI,132.0,21.62,41.0,522.9878
3928,AP,COLUMBUS,CD,25.254,1,M,L,TDD,10.0,05/06/2011,D024,DPS,T,G45,,1943.0,UC,132.0,21.62,69.0,462.4518
3929,AP,COLUMBUS,CD,5.919,1,M,L,TDD,10.0,05/06/2011,D024,DPS,T,G45,,1954.0,IN,132.0,21.62,58.0,526.6632
3930,AP,COLUMBUS,CD,7.678,1,M,L,TW,10.0,05/06/2011,D024,DPS,T,G45,,1954.0,UI,132.0,21.62,58.0,526.6632
3931,AP,BIG SANDY,CMG,70.41,SG,M,R,CH,12.0,05/05/2011,S958,SRS,T,G05,,1977.0,UI,136.0,38.95,35.0,886.1125
3932,AP,NORTHERN,CJ,65.071,SG,M,L,EFBW,10.0,05/04/2012,S994,SRS,T,H75,,1970.0,BL,122.0,27.27,43.0,668.3877
3933,AP,PEMBERVILLE,CD,100.653,1,M,L,EFBW,10.0,05/04/2012,D018,DPS,T,G95,,1961.0,UI,132.0,30.44,52.0,759.7824
3934,AP,PEMBERVILLE,CD,95.666,1,M,L,FH,14.0,05/04/2012,D018,DPS,T,G95,,1953.0,IN,132.0,30.44,60.0,730.56
3935,AP,KINGSPORT,Z,126.209,SG,M,R,HSH,2.0,05/04/2012,S958,SRS,T,M02,,1995.0,BS,136.0,29.97,18.0,442.3572
3936,AP,PEMBERVILLE,CD,100.628,1,M,L,HSH,2.0,05/04/2012,D018,DPS,T,G95,,1961.0,UI,132.0,30.44,52.0,759.7824
3937,AP,PEMBERVILLE,CD,100.835,1,M,L,HSH,2.0,05/04/2012,D018,DPS,T,G95,,1961.0,UI,132.0,30.44,52.0,759.7824
3938,AP,PEMBERVILLE,CD,101.272,1,M,L,HSH,2.0,05/04/2012,D018,DPS,T,G95,,1961.0,UI,132.0,30.44,52.0,759.7824
3939,AP,PEMBERVILLE,CD,91.295,1,M,L,HSH,3.0,05/04/2012,D018,DPS,T,G95,,1953.0,UI,132.0,30.44,60.0,730.56
3940,AP,PEMBERVILLE,CD,104.206,SD,S,R,HW,3.0,05/04/2012,D018,DPS,T,G95,,1939.0,UC,131.0,16.53,74.0,318.0372
3941,AP,NORTHERN,CJ,74.647,SG,M,R,SD,2.0,05/04/2012,S994,SRS,T,H75,,1950.0,UI,132.0,27.27,63.0,635.6637
3942,AP,NORTHERN,CJ,57.247,SG,M,L,SD,8.0,05/04/2012,S994,SRS,T,H75,,1953.0,UI,132.0,27.27,60.0,654.48
3943,AP,NORTHERN,CJ,75.092,SG,M,L,TDD,10.0,05/04/2012,S994,SRS,T,H75,,1949.0,UC,132.0,27.27,64.0,628.3008
3944,AP,NORTHERN,CJ,76.12,SG,M,R,TDD,10.0,05/04/2012,S994,SRS,T,H75,,1959.0,IN,132.0,27.27,54.0,677.3868
3945,AP,PEMBERVILLE,CD,104.635,SD,S,L,TDD,10.0,05/04/2012,D018,DPS,T,G95,,1941.0,UC,,16.53,72.0,333.2448
3946,AP,NORTHERN,CJ,92.0,SG,M,L,TDD,20.0,05/04/2012,S994,SRS,T,G45,,1993.0,BS,132.0,27.27,20.0,436.32
3947,AP,KD,00C,285.28,SG,M,R,SD,2.0,05/04/2011,S994,SRS,T,R09,,1988.0,OT,132.0,21.28,24.0,388.1472
3948,AP,KINGSPORT,Z,87.419,SG,M,L,HSH,2.0,05/03/2012,S958,SRS,T,M02,,1993.0,BS,136.0,29.97,20.0,479.52
3949,AP,NORTHERN,CJ,47.759,SG,M,R,HW,2.0,05/03/2012,S994,SRS,T,H75,,1980.0,UI,136.0,27.27,33.0,602.9397
3950,AP,NORTHERN,CJ,34.623,SG,M,R,SD,3.0,05/03/2012,S994,SRS,T,H75,,1986.0,BS,136.0,27.27,27.0,537.4917
3951,AP,NORTHERN,CJ,45.2,1,M,L,TDD,20.0,05/03/2012,S994,SRS,T,H75,,1945.0,UT,131.0,26.86,68.0,584.4736
3952,AP,NORTHERN,CJ,45.835,1,M,L,TW,20.0,05/03/2012,S994,SRS,T,H75,,1966.0,BL,122.0,26.86,47.0,669.0826
3953,AP,KD,00C,243.1,SG,M,L,TDD,10.0,05/03/2011,S994,SRS,T,R08,,1987.0,BS,132.0,21.28,25.0,399.0
3954,AP,NORTHERN,CJ,8.216,1,M,L,HSH,1.0,05/02/2012,S994,SRS,T,H75,,1986.0,BS,136.0,26.86,27.0,529.4106
3955,AP,NORTHERN,CJ,19.123,1,M,R,TDD,15.0,05/02/2012,S994,SRS,T,H75,,1986.0,BS,136.0,26.86,27.0,529.4106
3956,AP,BIG SANDY,CMG,24.69,SG,M,L,HW,3.0,05/02/2011,S958,SRS,T,G05,,1985.0,BS,136.0,38.95,27.0,767.7045
3957,AP,KD,00C,221.38,SG,M,L,TDD,10.0,05/02/2011,S994,SRS,T,R08,,1987.0,BS,132.0,21.28,25.0,399.0
3958,AP,KD,00C,228.06,SG,M,L,TDD,10.0,05/02/2011,S994,SRS,T,R08,,1973.0,BS,132.0,21.28,39.0,506.2512
3959,AP,S V AND E,CMN,9.661,SG,M,R,SD,6.0,05/01/2012,S994,SRS,T,G15,,1949.0,UC,132.0,3.07,64.0,70.7328
3960,AP,S V AND E,CMN,12.306,SG,M,R,TDD,10.0,05/01/2012,S994,SRS,T,G15,,1945.0,IN,132.0,3.07,68.0,66.8032
3961,AP,BIG SANDY,CMG,8.99,1,M,L,BHB,1.0,04/29/2011,S958,SRS,T,G05,,1972.0,UI,122.0,26.08,40.0,625.92
3962,AP,BIG SANDY,CMG,2.88,2,M,R,HSH,2.0,04/29/2011,S958,SRS,T,G05,,1979.0,BS,122.0,17.88,33.0,395.3268
3963,AP,BIG SANDY,CMG,1.3,1,M,R,SD,120.0,04/29/2011,S958,SRS,T,G05,,1954.0,UI,132.0,26.08,58.0,635.3088
3964,AP,BIG SANDY,CMG,7.61,2,M,R,SD,8.0,04/29/2011,S958,SRS,T,G05,,1979.0,BS,122.0,17.88,33.0,395.3268
3965,AP,BIG SANDY,CMG,8.95,1,M,R,TDD,10.0,04/29/2011,S958,SRS,T,G05,,1971.0,UI,122.0,26.08,41.0,630.8752
3966,AP,BIG SANDY,CMG,4.61,1,M,R,TW,10.0,04/29/2011,S958,SRS,T,G05,,1949.0,UC,132.0,26.08,63.0,607.9248
3967,AP,KD,00C,176.18,1,M,L,SW,1.0,04/28/2011,S994,SRS,T,R08,,1969.0,UT,132.0,15.97,43.0,391.4247
3968,AP,BIG SANDY,CMG,110.681,2,M,R,EFBW,10.0,04/27/2012,S994,SRS,T,G15,,1948.0,IN,132.0,17.88,65.0,406.77
3969,AP,BIG SANDY,CMG,109.599,2,M,L,HW,1.0,04/27/2012,S994,SRS,T,G15,,1948.0,IN,132.0,17.88,65.0,406.77
3970,AP,BLUE RIDGE,Z,259.32,SG,M,L,CH,8.0,04/27/2011,S958,SRS,T,M03,,1959.0,UT,132.0,33.44,53.0,832.9904
3971,AP,BLUE RIDGE,Z,204.98,SG,M,R,EFBW,10.0,04/27/2011,S958,SRS,T,M03,,1997.0,BS,136.0,33.44,15.0,426.36
3972,AP,BLUE RIDGE,Z,207.25,SG,M,L,TDD,20.0,04/27/2011,S958,SRS,T,M03,,1997.0,BS,136.0,33.44,15.0,426.36
3973,AP,CUMBERLAND VALLEY,0CV,254.36,SG,M,R,TDD,20.0,04/27/2011,S994,SRS,T,R07,,1942.0,UT,132.0,5.33,70.0,111.93
3974,AP,BLUE RIDGE,Z,265.0,SG,M,R,TW,20.0,04/27/2011,S958,SRS,T,M03,,1951.0,UT,132.0,33.44,61.0,795.5376
3975,AP,BIG SANDY,CMG,82.476,2,M,L,BHB,0.5,04/26/2012,S994,SRS,T,G05,J,1977.0,BL,122.0,17.88,36.0,411.9552
3976,AP,BLUE RIDGE,Z,154.736,SG,M,R,SD,5.0,04/26/2012,S958,SRS,T,M02,,2007.0,OT,136.0,33.44,6.0,188.6016
3977,AP,BLUE RIDGE,Z,245.52,SG,M,R,CH,12.0,04/26/2011,S958,SRS,T,M03,,1975.0,UT,132.0,33.44,37.0,779.4864
3978,AP,BLUE RIDGE,Z,247.26,SG,M,L,CH,12.0,04/26/2011,S958,SRS,T,M03,,1975.0,UT,132.0,33.44,37.0,779.4864
3979,AP,BLUE RIDGE,Z,248.81,SG,M,R,CH,12.0,04/26/2011,S958,SRS,T,M03,,1974.0,UT,132.0,33.44,38.0,787.8464
3980,AP,BLUE RIDGE,Z,249.04,SG,M,R,CH,12.0,04/26/2011,S958,SRS,T,M03,,1974.0,UT,132.0,33.44,38.0,787.8464
3981,AP,BLUE RIDGE,Z,249.12,SG,M,R,CH,12.0,04/26/2011,S958,SRS,T,M03,,1975.0,UT,132.0,33.44,37.0,779.4864
3982,AP,BLUE RIDGE,Z,250.73,SG,M,R,EFBW,10.0,04/26/2011,S958,SRS,T,M03,,1967.0,UT,132.0,33.44,45.0,827.64
3983,AP,BLUE RIDGE,Z,252.43,SG,M,R,EFBW,10.0,04/26/2011,S958,SRS,T,M03,,1967.0,UT,132.0,33.44,45.0,827.64
3984,AP,BLUE RIDGE,Z,252.92,SG,M,L,EFBW,10.0,04/26/2011,S958,SRS,T,M03,,1967.0,UT,132.0,33.44,45.0,827.64
3985,AP,BLUE RIDGE,Z,249.98,SG,M,R,EFBW,20.0,04/26/2011,S958,SRS,T,M03,,1967.0,UT,132.0,33.44,45.0,827.64
3986,AP,BLUE RIDGE,Z,251.14,SG,M,R,EFBW,20.0,04/26/2011,S958,SRS,T,M03,,1967.0,UT,132.0,33.44,45.0,827.64
3987,AP,BLUE RIDGE,ZD,0.64,SG,M,L,HW,1.0,04/26/2011,S958,SRS,T,M03,J,1948.0,UT,112.0,33.44,64.0,770.4576
3988,AP,BLUE RIDGE,Z,245.9,SG,M,R,HW,1.0,04/26/2011,S958,SRS,T,M03,J,1975.0,UT,132.0,33.44,37.0,779.4864
3989,AP,BLUE RIDGE,ZD,0.56,SG,M,R,HW,2.0,04/26/2011,S958,SRS,T,M03,J,1948.0,UT,112.0,33.44,64.0,770.4576
3990,AP,BLUE RIDGE,ZD,1.02,SG,M,L,HW,2.0,04/26/2011,S958,SRS,T,M03,J,1948.0,UT,112.0,33.44,64.0,770.4576
3991,AP,CUMBERLAND VALLEY,0CV,260.2,SG,M,L,SD,10.0,04/26/2011,S994,SRS,T,R07,,1950.0,UT,132.0,5.33,62.0,125.5748
3992,AP,BLUE RIDGE,Z,258.21,SG,M,R,SD,8.0,04/26/2011,S958,SRS,T,M03,,1967.0,UT,132.0,33.44,45.0,827.64
3993,AP,CUMBERLAND VALLEY,0CV,276.72,SG,M,R,SD,8.0,04/26/2011,S994,SRS,T,R07,,1957.0,UT,132.0,5.33,55.0,131.9175
3994,AP,CUMBERLAND VALLEY,0CV,255.72,SG,M,R,TDD,10.0,04/26/2011,S994,SRS,T,R07,,1957.0,UT,132.0,5.33,55.0,131.9175
3995,AP,CUMBERLAND VALLEY,0CV,266.49,SG,M,L,TDD,10.0,04/26/2011,S994,SRS,T,R07,,1957.0,UT,132.0,5.33,55.0,131.9175
3996,AP,BLUE RIDGE,Z,256.69,SG,M,L,TW,10.0,04/26/2011,S958,SRS,T,M03,,1967.0,UT,132.0,33.44,45.0,827.64
3997,AP,CUMBERLAND VALLEY,0CV,275.76,SG,M,R,TW,10.0,04/26/2011,S994,SRS,T,R07,,1950.0,UT,132.0,5.33,62.0,125.5748
3998,AP,CUMBERLAND VALLEY,0CV,276.22,SG,M,R,TW,20.0,04/26/2011,S994,SRS,T,R07,,1948.0,UT,132.0,5.33,64.0,122.8032
3999,AP,BLUE RIDGE,Z,184.57,SG,M,L,BHB,1.0,04/25/2011,S958,SRS,T,M03,J,1993.0,BS,136.0,33.44,19.0,514.6416
4000,AP,BLUE RIDGE,Z,217.66,SG,M,R,BHB,1.0,04/25/2011,S958,SRS,T,M03,J,1994.0,BS,136.0,33.44,18.0,493.5744
4001,AP,BLUE RIDGE,Z,177.38,SG,M,R,SD,24.0,04/25/2011,S958,SRS,T,M03,,2006.0,OT,141.0,33.44,6.0,188.6016
4002,AP,BLUE RIDGE,Z,210.25,SG,M,L,TDD,10.0,04/25/2011,S958,SRS,T,M03,,1997.0,BS,136.0,33.44,15.0,426.36
4003,AP,E AND B V,CMO,35.31,SG,M,L,TDD,10.0,04/25/2011,S994,SRS,T,G20,,1973.0,CO,136.0,13.0,39.0,309.27
4004,AP,E AND B V,CMO,34.16,SG,M,L,TDD,20.0,04/25/2011,S994,SRS,T,G20,,1946.0,UI,131.0,13.0,66.0,291.72
4005,AP,CUMBERLAND VALLEY,0CV,256.258,SG,M,R,BHB,0.5,04/24/2012,S958,SRS,T,R07,,1949.0,UT,132.0,5.33,64.0,122.8032
4006,AP,CUMBERLAND VALLEY,0CV,249.15,SG,M,R,CH,12.0,04/24/2012,S958,SRS,T,R07,,1950.0,UT,132.0,5.33,63.0,124.2423
4007,AP,CUMBERLAND VALLEY,0CV,249.086,SG,M,R,HSH,3.0,04/24/2012,S958,SRS,T,R07,,1942.0,UT,131.0,5.33,71.0,109.7447
4008,AP,CUMBERLAND VALLEY,0CV,272.576,SG,M,L,HSH,3.0,04/24/2012,S958,SRS,T,R07,,1949.0,UT,132.0,5.33,64.0,122.8032
4009,AP,CUMBERLAND VALLEY,0CV,253.694,SG,M,L,SD,12.0,04/24/2012,S958,SRS,T,R07,,1948.0,UT,131.0,5.33,65.0,121.2575
4010,AP,CUMBERLAND VALLEY,0CV,258.295,SG,M,L,SD,12.0,04/24/2012,S958,SRS,T,R07,,1955.0,UT,132.0,5.33,58.0,129.8388
4011,AP,BIG SANDY,CMG,63.893,1,M,L,SD,2.0,04/24/2012,S994,SRS,T,G05,,1982.0,UI,136.0,26.08,31.0,557.8512
4012,AP,BIG SANDY,CMG,55.827,2,M,L,SD,5.0,04/24/2012,S994,SRS,T,G05,,1979.0,BS,122.0,17.88,34.0,401.2272
4013,AP,BIG SANDY,CMG,70.39,SG,M,L,TDD,10.0,04/24/2012,S994,SRS,T,G05,,1977.0,UT,136.0,38.95,36.0,897.408
4014,AP,CUMBERLAND VALLEY,0CV,271.383,SG,M,R,TDD,20.0,04/24/2012,S958,SRS,T,R07,,1954.0,UT,132.0,5.33,59.0,128.9327
4015,AP,CUMBERLAND VALLEY,0CV,274.019,SG,M,L,TW,10.0,04/24/2012,S958,SRS,T,R07,,1949.0,UT,132.0,5.33,64.0,122.8032
4016,AP,KD,00C,191.188,SD,S,R,HSH,3.0,04/23/2012,S958,SRS,T,R08,,1981.0,UI,132.0,3.86,32.0,83.9936
4017,AP,NORTHERN,CJ,73.21,SG,M,L,EFBW,50.0,04/21/2011,S976,SRS,T,H75,,1957.0,BL,132.0,27.27,55.0,674.9325
4018,AP,EASTERN KENTUCKY,0WV,242.64,SG,M,R,HSH,5.0,04/21/2011,S994,SRS,T,G20,,1953.0,UT,132.0,4.48,59.0,108.3712
4019,AP,E AND B V,CMO,28.48,SG,M,R,TDD,10.0,04/21/2011,S994,SRS,T,G20,,1945.0,UI,131.0,13.0,67.0,287.43
4020,AP,BLUE RIDGE,Z,175.96,SG,M,R,VSH,12.0,04/21/2011,S958,SRS,T,M03,,2004.0,VA,141.0,33.44,8.0,246.1184
4021,AP,BIG SANDY,CMG,27.435,2,M,R,TDD,10.0,04/20/2012,S994,SRS,T,G05,,1999.0,BS,136.0,17.88,14.0,215.2752
4022,AP,BLUE RIDGE,Z,228.19,SG,M,L,TDD,20.0,04/20/2011,S958,SRS,T,M03,,2003.0,OT,132.0,33.44,9.0,273.8736
4023,AP,BIG SANDY,CMG,22.309,SG,M,R,HW,1.0,04/19/2012,S994,SRS,T,G05,,1984.0,TH,136.0,38.95,29.0,801.9805
4024,AP,EASTERN KENTUCKY,0WI,220.28,SD,S,L,TDD,10.0,04/19/2011,S994,SRS,T,R03,,1979.0,UT,132.0,0.27,33.0,5.9697
4025,AP,BIG SANDY,CMG,2.147,1,M,R,SD,10.0,04/18/2012,S994,SRS,T,G05,,1954.0,UI,132.0,26.08,59.0,630.8752
4026,AP,BIG SANDY,CMG,5.15,1,M,L,SD,2.0,04/18/2012,S994,SRS,T,G05,,1953.0,UI,132.0,26.08,60.0,625.92
4027,AP,BIG SANDY,CMG,7.622,2,M,R,SD,8.0,04/18/2012,S994,SRS,T,G05,,1979.0,BS,122.0,17.88,34.0,401.2272
4028,AP,KD,00C,243.172,SG,M,L,TDC,10.0,04/18/2012,S958,SRS,T,R08,,1987.0,UT,132.0,21.28,26.0,409.4272
4029,AP,BIG SANDY,CMG,0.7,2,M,R,TDD,10.0,04/18/2012,S994,SRS,T,G05,,1979.0,OT,122.0,17.88,34.0,401.2272
4030,AP,BIG SANDY,CMG,4.662,1,M,L,TW,20.0,04/18/2012,S994,SRS,T,G05,,1936.0,UI,131.0,26.08,77.0,461.8768
4031,AP,EASTERN KENTUCKY,0VB,238.95,2,M,L,SD,4.0,04/18/2011,S994,SRS,T,R03,,1987.0,UI,132.0,1.31,25.0,24.5625
4032,AP,E AND B V,CMO,33.931,SG,M,L,BHB,0.75,04/16/2012,S994,SRS,T,G20,J,1944.0,BS,131.0,13.0,69.0,278.07
4033,AP,E AND B V,CMO,26.766,SG,M,R,HW,1.0,04/16/2012,S994,SRS,T,G20,,1937.0,UC,131.0,13.0,76.0,237.12
4034,AP,E AND B V,CMO,31.391,SG,M,R,SD,1.0,04/16/2012,S994,SRS,T,G20,,1935.0,IN,131.0,13.0,78.0,223.08
4035,AP,KD,00C,275.61,SD,S,R,SD,12.0,04/16/2012,S958,SRS,T,R09,,1951.0,UI,132.0,3.86,62.0,90.9416
4036,AP,E AND B V,CMO,21.339,SG,M,R,SD,15.0,04/16/2012,S994,SRS,T,G20,,1949.0,UC,132.0,13.0,64.0,299.52
4037,AP,E AND B V,CMO,33.941,SG,M,R,SD,2.0,04/16/2012,S994,SRS,T,G20,,1944.0,BS,131.0,13.0,69.0,278.07
4038,AP,E AND B V,CMO,38.383,SG,M,L,SD,2.0,04/16/2012,S994,SRS,T,G20,,1975.0,OT,136.0,13.0,38.0,306.28
4039,AP,E AND B V,CMO,21.212,SG,M,R,SD,4.0,04/16/2012,S994,SRS,T,G20,,1949.0,UT,132.0,13.0,64.0,299.52
4040,AP,E AND B V,CMO,26.401,SG,M,L,SD,4.0,04/16/2012,S994,SRS,T,G20,,1936.0,UC,131.0,13.0,77.0,230.23
4041,AP,E AND B V,CMO,21.696,SG,M,R,VSH,4.0,04/16/2012,S994,SRS,T,G20,,1948.0,UT,132.0,13.0,65.0,295.75
4042,AP,COLUMBUS,CD,38.1,SG,M,R,TW,,04/15/2011,SERV,A8160,T,G95,W,1990.0,BS,132.0,38.45,22.0,659.802
4043,AP,CINCINNATI,CA,641.12,SG,M,L,TW,10.0,04/15/2011,S994,SRS,T,F75,,1980.0,BS,122.0,20.09,32.0,437.1584
4044,AP,KINGSPORT,Z,70.79,SG,M,R,TDD,20.0,04/14/2011,S958,SRS,T,M01,,1993.0,BS,136.0,29.97,19.0,461.2383
4045,AP,KINGSPORT,Z,70.8,SG,M,R,VSH,4.0,04/14/2011,S958,SRS,T,M01,,1993.0,BS,136.0,29.97,19.0,461.2383
4046,AP,CINCINNATI,CA,557.572,SG,M,L,TW,10.0,04/13/2012,S994,SRS,T,F75,,1980.0,BS,122.0,20.09,33.0,444.1899
4047,AP,KINGSPORT,Z,94.78,SG,M,R,SD,6.0,04/13/2011,S958,SRS,T,M02,,1992.0,BS,136.0,29.97,20.0,479.52
4048,AP,EASTERN KENTUCKY,0VB,224.55,SG,M,L,TDD,10.0,04/13/2011,S994,SRS,T,R03,,1983.0,UI,132.0,4.48,29.0,92.2432
4049,AP,EASTERN KENTUCKY,0VB,240.47,1,M,L,TDD,10.0,04/13/2011,S994,SRS,T,R03,,1984.0,UI,132.0,2.75,28.0,55.44
4050,AP,EASTERN KENTUCKY,0VB,223.57,SG,M,R,TDD,20.0,04/13/2011,S994,SRS,T,R03,,1983.0,UI,132.0,4.48,29.0,92.2432
4051,AP,KINGSPORT,Z,93.72,SG,M,R,TDD,20.0,04/13/2011,S958,SRS,T,M02,,1992.0,BS,136.0,29.97,20.0,479.52
4052,AP,CUMBERLAND VALLEY,0CV,177.72,1,M,R,SD,6.0,04/12/2012,S958,SRS,T,R10,,1948.0,UT,132.0,4.45,65.0,101.2375
4053,AP,EASTERN KENTUCKY,0VB,199.16,SG,M,R,BHB,0.5,04/12/2011,S994,SRS,T,R03,J,1987.0,BS,132.0,4.48,25.0,84.0
