,DIVISION,SUBDIVISION,PREFIX,MILEPOST,TRACK TYPE,TRACK CODE,SIDE,DEFECT TYPE,SIZE,DATE FOUND,CAR NAME,PREPARED BY,CURVE-TANG,ROADMASTER,JOINT-WELD,ROLLED YEAR,MILL,WEIGHT,MGT,AGE,CUM MGT
0,AP,ROCKHOUSE,0VG,282.9,SG,M,L,BRO,,12/09/2011,SERV,F6860,,G20, ,1995.0,BS,136.0,6.09,17.0,85.9299
1,AP,KD,00C,233.3,SG,M,L,BRO,,02/05/2011,SERV,H1417,,R08, ,,,141.0,21.28,,
2,AP,KD,00C,221.0,SG,M,R,BRO,,12/30/2012,SERV,SWL,H,R08,W,,BS,136.0,21.28,,
3,AP,BIG SANDY,CMG,87.6,SG,M,L,EFBW,10.0,12/30/2010,S994,SRS,H,G15,,2001.0,OT,141.0,38.95,10.0,350.55
4,AP,COAL RUN,CMP,0.03,SG,M,R,TDD,10.0,12/30/2010,S994,SRS,H,G15,,1966.0,UI,132.0,1.83,45.0,45.2925
5,AP,COAL RUN,CMP,0.02,SG,M,R,TDD,20.0,12/30/2010,S994,SRS,H,G15,,1966.0,UI,136.0,1.83,45.0,45.2925
6,AP,COAL RUN,CMP,0.03,SG,M,R,TDD,25.0,12/30/2010,S994,SRS,H,G15,,1966.0,UI,132.0,1.83,45.0,45.2925
7,AP,COAL RUN,CMP,0.0,SG,M,R,TDD,40.0,12/30/2010,S994,SRS,H,G15,,1969.0,UI,132.0,1.83,42.0,44.5788
8,AP,COAL RUN,CMP,0.0,SG,M,R,TDD,50.0,12/30/2010,S994,SRS,H,G15,,1969.0,UI,132.0,1.83,42.0,44.5788
9,AP,KINGSPORT,Z,6.69,SD,S,R,CH,24.0,12/29/2010,S958,SRS,H,M01,,1946.0,UC,131.0,5.11,65.0,116.2525
10,AP,BIG SANDY,CMG,93.93,SG,M,R,SD,1.0,12/29/2010,S994,SRS,H,G15,,1994.0,YA,136.0,38.95,17.0,549.5845
11,AP,BIG SANDY,CMG,102.6,SG,M,R,SW,1.0,12/29/2010,S994,SRS,H,G15,,2003.0,YA,141.0,38.95,8.0,286.672
12,AP,BIG SANDY,CMG,91.87,SG,M,L,TDD,10.0,12/29/2010,S994,SRS,H,G15,,1995.0,BS,136.0,38.95,16.0,523.488
13,AP,BIG SANDY,CMG,114.06,SG,M,L,BRO,0.0,12/28/2010,S994,SRS,H,G15,,1998.0,BS,136.0,38.95,13.0,440.5245
14,AP,KINGSPORT,CMG,117.77,SG,M,R,SD,3.0,12/28/2010,S994,SRS,H,G15,,1997.0,BS,136.0,29.97,14.0,360.8388
15,AP,KINGSPORT,CMG,115.03,SG,M,L,SD,6.0,12/28/2010,S994,SRS,H,G15,,1998.0,BS,136.0,29.97,13.0,338.9607
16,AP,KINGSPORT,CMG,127.21,SG,M,R,TDD,10.0,12/28/2010,S994,SRS,H,G15,,1998.0,BS,136.0,29.97,13.0,338.9607
17,AP,KINGSPORT,CMG,124.2,SG,M,R,TDD,20.0,12/28/2010,S994,SRS,H,G15,,1996.0,BR,136.0,29.97,15.0,382.1175
18,AP,KINGSPORT,CMG,124.15,SG,M,R,TDD,40.0,12/28/2010,S994,SRS,H,G15,,1996.0,BS,136.0,29.97,15.0,382.1175
19,AP,S V AND E,CMN,3.05,SG,M,R,EFBW,20.0,12/27/2010,S994,SRS,H,G15,,1981.0,OT,132.0,3.07,30.0,64.47
20,AP,S V AND E,CMN,9.57,SG,M,L,TDD,10.0,12/27/2010,S994,SRS,H,G15,,1954.0,BL,132.0,3.07,57.0,75.2457
21,AP,S V AND E,CMN,7.75,SG,M,R,TDD,20.0,12/27/2010,S994,SRS,H,G15,,1952.0,IN,132.0,3.07,59.0,74.2633
22,AP,KD,00C,295.74,SD,S,L,VSH,480.0,12/27/2010,S958,SRS,H,R09,,1971.0,UT,132.0,3.86,40.0,92.64
23,AP,COAL RUN,CMP,6.48,SG,M,L,TDD,20.0,12/24/2011,SERV,H6862,H,G15, ,1966.0,BS,132.0,1.83,46.0,45.4572
24,AP,BLUE RIDGE,Z,169.9,SG,M,L,BRO,,12/23/2012,SERV,,H,M02, ,,,136.0,33.44,,
25,AP,KINGSPORT,Z,116.12,SG,M,L,TDD,10.0,12/23/2011,S958,SRS,H,M02,,1995.0,BS,136.0,29.97,17.0,422.8767
26,AP,BIG SANDY,CMG,65.73,1,M,R,TDD,10.0,12/23/2010,S994,SRS,H,G05,,1978.0,UT,136.0,26.08,33.0,576.6288
27,AP,BIG SANDY,CMG,70.72,SG,M,R,TDD,10.0,12/23/2010,S994,SRS,H,G05,,2000.0,BS,141.0,38.95,11.0,381.3205
28,AP,KD,00C,280.77,SG,M,R,TDD,10.0,12/23/2010,S958,SRS,H,R09,,1998.0,BS,136.0,21.28,13.0,240.6768
29,AP,KD,00C,277.15,SG,M,R,TDD,60.0,12/23/2010,S958,SRS,H,R09,,1988.0,OT,132.0,21.28,23.0,376.8688
30,AP,KD,00C,280.78,SG,M,R,TDD,80.0,12/23/2010,S958,SRS,H,R09,,1998.0,BS,136.0,21.28,13.0,240.6768
31,AP,KD,00C,280.84,SG,M,R,TDD,90.0,12/23/2010,S958,SRS,H,R09,,1996.0,BS,136.0,21.28,15.0,271.32
32,AP,BIG SANDY,CMG,69.0,SG,M,R,TW,20.0,12/23/2010,S994,SRS,H,G05,,1996.0,BS,136.0,38.95,15.0,496.6125
33,AP,KINGSPORT,Z,109.24,SG,M,L,SD,2.0,12/22/2011,S958,SRS,H,M02,,1995.0,BS,136.0,29.97,17.0,422.8767
34,AP,BIG SANDY,CMG,49.4,SG,M,L,SD,2.0,12/22/2010,S994,SRS,H,G05,,1984.0,BS,136.0,38.95,27.0,767.7045
35,AP,BIG SANDY,CMG,49.42,SG,M,L,TDD,10.0,12/22/2010,S994,SRS,H,G05,,1984.0,BS,136.0,38.95,27.0,767.7045
36,AP,BIG SANDY,CMG,59.24,SG,M,R,TDD,10.0,12/22/2010,S994,SRS,H,G05,,1996.0,BS,136.0,38.95,15.0,496.6125
37,AP,BIG SANDY,CMG,59.37,SG,M,R,TDD,10.0,12/22/2010,S994,SRS,H,G05,,1998.0,BS,136.0,38.95,13.0,440.5245
38,AP,BIG SANDY,CMG,60.29,SG,M,L,TDD,10.0,12/22/2010,S994,SRS,H,G05,,1992.0,BS,136.0,38.95,19.0,599.4405
39,AP,KD,00C,251.18,SG,M,L,TDD,10.0,12/22/2010,S958,SRS,H,R09,,1988.0,OT,132.0,21.28,23.0,376.8688
40,AP,BIG SANDY,CMG,49.3,SG,M,R,TDD,30.0,12/22/2010,S994,SRS,H,G05,,1984.0,BS,136.0,38.95,27.0,767.7045
41,AP,CUMBERLAND VALLEY,0WM,246.256,SG,M,L,TDD,20.0,12/21/2012,S958,SRS,H,R07,,1986.0,HY,136.0,5.33,27.0,105.0543
42,AP,CUMBERLAND VALLEY,0WM,251.518,SG,M,L,TDD,40.0,12/21/2012,S958,SRS,H,R07,,1955.0,UC,140.0,5.33,58.0,129.8388
43,AP,BIG SANDY,CMG,48.82,SG,M,R,SD,10.0,12/21/2011,S994,SRS,H,G05,,1969.0,OT,136.0,38.95,43.0,954.6645
44,AP,BIG SANDY,CMG,59.74,SG,M,L,SD,18.0,12/21/2011,S994,SRS,H,G05,,1979.0,BS,122.0,38.95,33.0,861.1845
45,AP,BIG SANDY,CMG,65.851,1,M,R,SD,3.0,12/21/2011,S994,SRS,H,G05,,1996.0,BS,136.0,26.08,16.0,350.5152
46,AP,BIG SANDY,CMG,52.276,SG,M,R,SD,4.0,12/21/2011,S994,SRS,H,G05,,1988.0,BS,136.0,38.95,24.0,710.448
47,AP,BIG SANDY,CMG,65.891,1,M,R,SD,4.0,12/21/2011,S994,SRS,H,G05,,1998.0,BS,136.0,26.08,14.0,314.0032
48,AP,BIG SANDY,CMG,66.694,1,M,L,TDD,10.0,12/21/2011,S994,SRS,H,G05,,2002.0,OT,132.0,26.08,10.0,234.72
49,AP,BIG SANDY,CMG,57.8,SG,M,L,TDD,15.0,12/21/2011,S994,SRS,H,G05,,1996.0,BS,136.0,38.95,16.0,523.488
50,AP,BIG SANDY,CMG,40.93,1,M,L,SD,3.0,12/21/2010,S994,SRS,H,G05,,1986.0,OT,136.0,26.08,25.0,489.0
51,AP,BIG SANDY,CMG,40.1,1,M,L,SD,4.0,12/21/2010,S994,SRS,H,G05,,1986.0,OT,132.0,26.08,25.0,489.0
52,AP,BIG SANDY,CMG,40.92,1,M,L,SD,4.0,12/21/2010,S994,SRS,H,G05,,1986.0,OT,136.0,26.08,25.0,489.0
53,AP,KD,00C,239.77,SG,M,R,SD,48.0,12/21/2010,S958,SRS,H,R08,,1984.0,BS,132.0,21.28,27.0,419.4288
54,AP,BIG SANDY,CMG,44.23,SG,M,L,TDD,10.0,12/21/2010,S994,SRS,H,G05,,2001.0,OT,141.0,38.95,10.0,350.55
55,AP,KD,00C,239.77,SG,M,R,TDD,10.0,12/21/2010,S958,SRS,H,R08,,1984.0,BS,132.0,21.28,27.0,419.4288
56,AP,KD,00C,251.05,SG,M,R,TDD,10.0,12/21/2010,S958,SRS,H,R09,,2001.0,BS,141.0,21.28,10.0,191.52
57,AP,BIG SANDY,CMG,39.27,1,M,L,TDD,20.0,12/21/2010,S994,SRS,H,G05,,1997.0,TH,122.0,26.08,14.0,314.0032
58,AP,E AND B V,CMO,28.59,SG,M,R,TDD,20.0,12/21/2010,S823,SRS,H,G20,,1996.0,BS,136.0,13.0,15.0,165.75
59,AP,KD,00C,251.01,SG,M,R,TDD,20.0,12/21/2010,S958,SRS,H,R09,,2001.0,BS,141.0,21.28,10.0,191.52
60,AP,KD,00C,251.03,SG,M,R,TDD,30.0,12/21/2010,S958,SRS,H,R09,,2001.0,BS,141.0,21.28,10.0,191.52
61,AP,KD,00C,251.05,SG,M,R,TDD,30.0,12/21/2010,S958,SRS,H,R09,,2001.0,BS,141.0,21.28,10.0,191.52
62,AP,KD,00C,250.29,SG,M,R,TDD,50.0,12/21/2010,S958,SRS,H,R09,,2001.0,BS,141.0,21.28,10.0,191.52
63,AP,KD,00C,251.03,SG,M,R,TDD,50.0,12/21/2010,S958,SRS,H,R09,,2001.0,BS,141.0,21.28,10.0,191.52
64,AP,BIG SANDY,CMG,23.62,SD,S,R,TDT,10.0,12/21/2010,S994,SRS,H,G05,,1931.0,BM,130.0,11.54,80.0,184.64
65,AP,NORTHERN,CJ,27.274,2,M,L,SD,3.0,12/20/2012,S994,SRS,H,H75,,1992.0,BS,136.0,14.16,21.0,234.9144
66,AP,NORTHERN,CJ,27.283,2,M,L,TDD,10.0,12/20/2012,S994,SRS,H,H75,,1992.0,BS,136.0,14.16,21.0,234.9144
67,AP,NORTHERN,CJ,7.544,2,M,R,TW,20.0,12/20/2012,S994,SRS,H,H75,,1971.0,UI,122.0,14.16,42.0,344.9376
68,AP,NORTHERN,CJ,22.708,1,M,R,FH,6.0,12/20/2011,D024,DPS,H,H75,,1981.0,WP,136.0,26.86,31.0,574.5354
69,AP,KINGSPORT,Z,47.962,SG,M,L,SD,2.0,12/20/2011,S958,SRS,H,M01,,2000.0,BS,141.0,29.97,12.0,316.4832
70,AP,BIG SANDY,CMG,38.333,1,M,R,SD,3.0,12/20/2011,S994,SRS,H,G05,,1984.0,OT,132.0,26.08,28.0,525.7728
71,AP,KINGSPORT,Z,47.491,SG,M,L,SD,3.0,12/20/2011,S958,SRS,H,M01,,2000.0,BS,141.0,29.97,12.0,316.4832
72,AP,KINGSPORT,Z,48.435,SG,M,R,SD,3.0,12/20/2011,S958,SRS,H,M01,,2000.0,BS,141.0,29.97,12.0,316.4832
73,AP,KINGSPORT,Z,48.509,SG,M,R,SD,3.0,12/20/2011,S958,SRS,H,M01,,2000.0,BS,141.0,29.97,12.0,316.4832
74,AP,KINGSPORT,Z,50.133,SG,M,R,SD,4.0,12/20/2011,S958,SRS,H,M01,,2000.0,BS,141.0,29.97,12.0,316.4832
75,AP,BIG SANDY,CMG,32.369,1,M,L,SD,8.0,12/20/2011,S994,SRS,H,G05,,1956.0,UC,140.0,26.08,56.0,642.6112
76,AP,KINGSPORT,Z,42.428,SG,M,L,TDD,10.0,12/20/2011,S958,SRS,H,M01,,2000.0,BS,141.0,29.97,12.0,316.4832
77,AP,KINGSPORT,Z,44.041,SG,M,L,TDD,10.0,12/20/2011,S958,SRS,H,M01,,2000.0,BS,141.0,29.97,12.0,316.4832
78,AP,KINGSPORT,Z,44.145,SG,M,L,TDD,20.0,12/20/2011,S958,SRS,H,M01,,2000.0,BS,141.0,29.97,12.0,316.4832
79,AP,NORTHERN,CJ,4.613,1,M,R,TDD,20.0,12/20/2011,D024,DPS,H,H75,,1986.0,BS,136.0,26.86,26.0,516.7864
80,AP,KINGSPORT,Z,43.451,SG,M,R,TDD,30.0,12/20/2011,S958,SRS,H,M01,,2000.0,BS,141.0,29.97,12.0,316.4832
81,AP,BIG SANDY,CMG,24.5,SG,M,L,SD,2.0,12/20/2010,S994,SRS,H,G05,,1996.0,BS,136.0,38.95,15.0,496.6125
82,AP,BIG SANDY,CMG,24.13,SG,M,L,SD,3.0,12/20/2010,S994,SRS,H,G05,,1997.0,BS,136.0,38.95,14.0,468.958
83,AP,BIG SANDY,CMG,23.03,SG,M,L,TDD,10.0,12/20/2010,S994,SRS,H,G05,,1996.0,BS,136.0,38.95,15.0,496.6125
84,AP,ROCKHOUSE,0LF,261.91,SG,M,L,TDD,10.0,12/20/2010,S823,SRS,H,G20,,1964.0,UT,132.0,6.09,47.0,151.7019
85,AP,CUMBERLAND VALLEY,0CV,193.82,SG,M,R,SD,4.0,12/19/2012,S958,SRS,H,R10,,1959.0,UT,132.0,5.33,54.0,132.3972
86,AP,KINGSPORT,Z,17.131,SG,M,R,SD,3.0,12/19/2011,S958,SRS,H,M01,,2001.0,BS,141.0,29.97,11.0,293.4063
87,AP,KINGSPORT,Z,30.374,SG,M,R,SD,3.0,12/19/2011,S958,SRS,H,M01,,2001.0,BS,141.0,29.97,11.0,293.4063
88,AP,KINGSPORT,Z,30.404,SG,M,R,SD,3.0,12/19/2011,S958,SRS,H,M01,,2001.0,BS,141.0,29.97,11.0,293.4063
89,AP,KINGSPORT,Z,0.649,SG,M,L,TDD,10.0,12/19/2011,S958,SRS,H,M01,,2000.0,BS,141.0,29.97,12.0,316.4832
90,AP,KINGSPORT,Z,2.143,SG,M,R,TDD,20.0,12/19/2011,S958,SRS,H,M01,,1937.0,OT,131.0,29.97,75.0,561.9375
91,AP,BIG SANDY,CMG,10.17,SG,M,L,TDD,20.0,12/18/2010,S994,SRS,H,G05,,1985.0,WP,136.0,38.95,26.0,749.398
92,AP,EASTERN KENTUCKY,0VB,228.35,1,M,L,SD,4.0,12/17/2010,S994,SRS,H,R03,,1968.0,UT,136.0,2.75,43.0,67.4025
93,AP,EASTERN KENTUCKY,0VB,233.78,1,M,L,TDD,10.0,12/17/2010,S994,SRS,H,R03,,1984.0,UI,132.0,2.75,27.0,54.2025
94,AP,EASTERN KENTUCKY,0VB,242.94,SG,M,R,TDD,10.0,12/17/2010,S994,SRS,H,G20,,1977.0,UT,132.0,4.48,34.0,100.5312
95,AP,EASTERN KENTUCKY,0VB,230.32,1,M,L,TDD,25.0,12/17/2010,S994,SRS,H,R03,,1968.0,UT,132.0,2.75,43.0,67.4025
96,AP,S V AND E,CMN,14.247,SG,M,L,SD,12.0,12/16/2011,S958,SRS,H,G15,,1957.0,UT,132.0,3.07,55.0,75.9825
97,AP,E AND B V,CMO,6.46,SG,M,R,SW,1.0,12/16/2011,S994,SRS,H,G20,,2001.0,OT,141.0,13.0,11.0,127.27
98,AP,E AND B V,CJF,1.765,SG,M,L,TDD,10.0,12/16/2011,S994,SRS,H,G20,,1969.0,UI,122.0,13.0,43.0,318.63
99,AP,E AND B V,CMO,6.771,SG,M,L,TDD,15.0,12/16/2011,S994,SRS,H,G20,,1993.0,BS,136.0,13.0,19.0,200.07
100,AP,S V AND E,CMN,8.997,SG,M,R,VSH,2.0,12/16/2011,S958,SRS,H,G15,,1954.0,BL,132.0,3.07,58.0,74.7852
101,AP,KD,00C,187.52,SG,M,L,BHB,1.0,12/16/2010,S958,SRS,H,R08,J,1993.0,BS,136.0,21.28,18.0,314.0928
102,AP,KD,00C,188.96,SG,M,R,HW,3.0,12/16/2010,S958,SRS,H,R08,,1992.0,YA,136.0,21.28,19.0,327.4992
103,AP,E AND B V,CMO,36.124,SG,M,R,SD,8.0,12/15/2011,S994,SRS,H,G20,,1971.0,UI,136.0,13.0,41.0,314.47
104,AP,CUMBERLAND VALLEY,0CV,172.72,1,M,L,HW,3.0,12/15/2010,S958,SRS,H,R10,,1968.0,CO,141.0,4.45,43.0,109.0695
105,AP,EASTERN KENTUCKY,0VB,223.5,SG,M,L,TDD,15.0,12/15/2010,S994,SRS,H,R03,,2002.0,OT,141.0,4.48,9.0,36.6912
106,AP,EASTERN KENTUCKY,0VB,239.05,2,M,L,TDD,30.0,12/15/2010,S994,SRS,H,R03,,1981.0,UI,132.0,1.31,30.0,27.51
107,AP,COLUMBUS,CK,2.478,2,M,L,SD,2.0,12/14/2012,S994,SRS,H,G45,,1992.0,BS,132.0,15.78,21.0,261.7902
108,AP,COLUMBUS,CK,1.39,2,M,R,TDD,10.0,12/14/2012,S994,SRS,H,G45,,2001.0,BS,132.0,15.78,12.0,166.6368
109,AP,KINGSPORT,CMG,118.66,SG,M,L,SD,6.0,12/14/2011,S958,SRS,H,G15,,1998.0,BS,136.0,29.97,14.0,360.8388
110,AP,KINGSPORT,CMG,120.776,SG,M,L,TDD,10.0,12/14/2011,S958,SRS,H,G15,,1998.0,BS,136.0,29.97,14.0,360.8388
111,AP,KINGSPORT,CMG,119.676,SG,M,R,TDD,20.0,12/14/2011,S958,SRS,H,G15,,1998.0,BS,136.0,29.97,14.0,360.8388
112,AP,KINGSPORT,CMG,126.675,SG,M,R,TDD,20.0,12/14/2011,S958,SRS,H,G15,,1998.0,BS,136.0,29.97,14.0,360.8388
113,AP,CUMBERLAND VALLEY,0CV,190.58,SG,M,L,TDD,20.0,12/14/2010,S958,SRS,H,R10,,1983.0,UI,132.0,5.33,28.0,107.4528
114,AP,CUMBERLAND VALLEY,0CV,187.84,SG,M,L,TDD,50.0,12/14/2010,S958,SRS,H,R10,,1984.0,WP,132.0,5.33,27.0,105.0543
115,AP,KD,00C,233.831,SG,M,R,EFBW,10.0,12/13/2012,S958,SRS,H,R08,,1998.0,BS,136.0,21.28,15.0,271.32
116,AP,KD,00C,233.845,SG,M,R,EFBW,10.0,12/13/2012,S958,SRS,H,R08,,1998.0,BS,136.0,21.28,15.0,271.32
117,AP,KD,00C,233.873,SG,M,R,EFBW,10.0,12/13/2012,S958,SRS,H,R08,,1998.0,BS,136.0,21.28,15.0,271.32
118,AP,CUMBERLAND VALLEY,0WO,245.325,SG,M,R,HW,3.0,12/13/2011,S958,SRS,H,R07,J,1929.0,UT,100.0,5.33,83.0,75.2063
119,AP,ROCKHOUSE,0LF,265.561,SG,M,L,HW,6.0,12/13/2011,S994,SRS,H,G20,,1948.0,BS,131.0,6.09,64.0,140.3136
120,AP,ROCKHOUSE,0LF,265.377,SG,M,R,SD,15.0,12/13/2011,S994,SRS,H,G20,,1955.0,UC,140.0,6.09,57.0,149.2659
121,AP,ROCKHOUSE,0LF,264.352,SG,M,L,SD,2.0,12/13/2011,S994,SRS,H,G20,,1955.0,UC,140.0,6.09,57.0,149.2659
122,AP,CUMBERLAND VALLEY,0WO,243.987,SG,M,R,TDT,10.0,12/13/2011,S958,SRS,H,R07,,1928.0,UT,100.0,5.33,84.0,71.6352
123,AP,CUMBERLAND VALLEY,0WO,244.755,SG,M,L,VSH,100.0,12/13/2011,S958,SRS,H,R07,,1928.0,UT,100.0,5.33,84.0,71.6352
124,AP,CUMBERLAND VALLEY,0WO,244.708,SG,M,L,VSH,2.0,12/13/2011,S958,SRS,H,R07,,1922.0,UT,100.0,5.33,90.0,47.97
125,AP,CUMBERLAND VALLEY,0WO,244.339,SG,M,R,VSH,72.0,12/13/2011,S958,SRS,H,R07,,1925.0,UT,100.0,5.33,87.0,60.2823
126,AP,KINGSPORT,Z,0.8,SG,M,L,TDD,20.0,12/13/2010,SERV,C2041,H,M01, ,2000.0,BS,141.0,29.97,11.0,293.4063
127,AP,CUMBERLAND VALLEY,0CV,197.9,SG,M,L,TDD,30.0,12/13/2010,S958,SRS,H,R10,,1948.0,UI,132.0,5.33,63.0,124.2423
128,AP,CUMBERLAND VALLEY,0CV,247.9,SG,M,L,TDD,30.0,12/12/2011,S958,SRS,H,R07,,1942.0,UT,131.0,5.33,70.0,111.93
129,AP,ROCKHOUSE,0VB,263.01,SG,M,R,BRO,,12/11/2011,SERV,F6860,H,G20, ,1959.0,DI,132.0,6.09,53.0,151.7019
130,AP,ROCKHOUSE,0VB,263.0,SG,M,R,TDD,20.0,12/11/2011,SERV,V0571,H,G20, ,1959.0,DI,132.0,6.09,53.0,151.7019
131,AP,CUMBERLAND VALLEY,0WB,205.75,SG,M,R,TW,20.0,12/10/2012,S958,SRS,H,R10,,1993.0,OT,132.0,5.33,20.0,85.28
132,AP,CUMBERLAND VALLEY,0CV,201.41,SG,M,L,BHB,1.0,12/10/2010,S958,SRS,H,R10,,1983.0,FY,132.0,5.33,28.0,107.4528
133,AP,CUMBERLAND VALLEY,0CV,276.98,SG,M,R,EFBW,20.0,12/10/2010,S958,SRS,H,R07,,2009.0,OT,141.0,5.33,2.0,10.4468
134,AP,EASTERN KENTUCKY,0VB,190.2,SG,M,L,TDD,25.0,12/10/2010,S994,SRS,H,R03,,1998.0,BS,136.0,4.48,13.0,50.6688
135,AP,CUMBERLAND VALLEY,0CV,270.313,SG,M,L,HSH,2.0,12/09/2011,S958,SRS,H,R07,,1968.0,BS,132.0,5.33,44.0,131.3312
136,AP,CUMBERLAND VALLEY,0CV,263.549,SG,M,R,SD,8.0,12/09/2011,S958,SRS,H,R07,,1984.0,UI,136.0,5.33,28.0,107.4528
137,AP,CUMBERLAND VALLEY,0CV,269.45,SG,M,L,EFBW,20.0,12/09/2010,S958,SRS,H,R07,,1955.0,BS,141.0,5.33,56.0,131.3312
138,AP,CUMBERLAND VALLEY,0CV,269.46,SG,M,L,TDD,10.0,12/09/2010,S958,SRS,H,R07,,1947.0,BS,141.0,5.33,64.0,122.8032
139,AP,CUMBERLAND VALLEY,0CV,270.23,SG,M,L,TDD,10.0,12/09/2010,S958,SRS,H,R07,,1968.0,BS,132.0,5.33,43.0,130.6383
140,AP,KINGSPORT,Z,88.56,SG,M,L,TDD,10.0,12/09/2010,S823,SRS,H,M02,,1993.0,BS,136.0,29.97,18.0,442.3572
141,AP,KINGSPORT,Z,91.3,SG,M,L,TDD,10.0,12/09/2010,S823,SRS,H,M02,,1993.0,BS,136.0,29.97,18.0,442.3572
142,AP,CUMBERLAND VALLEY,0CV,269.46,SG,M,L,TDD,20.0,12/09/2010,S958,SRS,H,R07,,1955.0,BS,141.0,5.33,56.0,131.3312
143,AP,KINGSPORT,Z,86.0,SG,M,L,TW,10.0,12/09/2010,S823,SRS,H,M02,,1993.0,BS,136.0,29.97,18.0,442.3572
144,AP,CUMBERLAND VALLEY,0CV,259.9,SG,M,L,BRO,,12/08/2012,SERV,DMB,H,R07,W,,,136.0,5.33,,
145,AP,CUMBERLAND VALLEY,0CV,198.232,SG,M,R,SD,6.0,12/08/2011,S994,SRS,H,R10,,1983.0,OT,132.0,5.33,29.0,109.7447
146,AP,CUMBERLAND VALLEY,0CV,195.373,SG,M,L,TW,10.0,12/08/2011,S994,SRS,H,R10,,1983.0,OT,132.0,5.33,29.0,109.7447
147,AP,CUMBERLAND VALLEY,0CV,257.35,SG,M,R,SD,8.0,12/08/2010,S958,SRS,H,R07,,1949.0,UT,132.0,5.33,62.0,125.5748
148,AP,KINGSPORT,Z,78.6,SG,M,L,TDD,20.0,12/08/2010,S823,SRS,H,M01,,1993.0,BS,136.0,29.97,18.0,442.3572
149,AP,CUMBERLAND VALLEY,0CV,255.38,SG,M,L,TDD,30.0,12/08/2010,S958,SRS,H,R07,,1984.0,UT,132.0,5.33,27.0,105.0543
150,AP,CUMBERLAND VALLEY,0CV,213.488,SG,M,R,HW,2.0,12/07/2012,S958,SRS,H,R10,J,1929.0,UT,100.0,5.33,84.0,71.6352
151,AP,KINGSPORT,Z,119.46,SD,S,L,TDD,10.0,12/07/2011,S994,SRS,H,M02,,1985.0,OT,132.0,5.11,27.0,100.7181
152,AP,KINGSPORT,Z,51.6,SG,M,R,TDD,10.0,12/07/2010,S823,SRS,H,M01,,2000.0,BS,141.0,29.97,11.0,293.4063
153,AP,KD,00C,210.244,1,M,L,HSH,2.0,12/06/2012,S958,SRS,H,R08,,1992.0,FY,136.0,15.97,21.0,264.9423
154,AP,KD,00C,210.231,1,M,L,TW,10.0,12/06/2012,S958,SRS,H,R08,,1992.0,FY,136.0,15.97,21.0,264.9423
155,AP,KINGSPORT,Z,128.472,SG,M,L,SD,1.0,12/06/2011,S994,SRS,H,M02,,1995.0,BS,136.0,29.97,17.0,422.8767
156,AP,KINGSPORT,Z,128.534,SG,M,L,SD,2.0,12/06/2011,S994,SRS,H,M02,,1995.0,BS,136.0,29.97,17.0,422.8767
157,AP,CUMBERLAND VALLEY,0WC,245.56,SG,M,L,BHB,1.0,12/06/2010,S958,SRS,H,R07,,1949.0,UT,132.0,5.33,62.0,125.5748
158,AP,CUMBERLAND VALLEY,0WC,252.2,SG,M,L,HSH,3.0,12/06/2010,S958,SRS,H,R07,,1943.0,UT,132.0,5.33,68.0,115.9808
159,AP,CUMBERLAND VALLEY,0WC,257.44,SG,M,L,OAW,20.0,12/06/2010,S958,SRS,H,R07,,1970.0,UT,132.0,5.33,41.0,128.9327
160,AP,CUMBERLAND VALLEY,0WC,245.49,SG,M,L,SD,8.0,12/06/2010,S958,SRS,H,R07,,1948.0,UT,132.0,5.33,63.0,124.2423
161,AP,CUMBERLAND VALLEY,0WC,254.03,SG,M,L,TDC,30.0,12/06/2010,S958,SRS,H,R07,,1947.0,UT,131.0,5.33,64.0,122.8032
162,AP,EASTERN KENTUCKY,0WI,220.77,SD,S,R,TDD,10.0,12/06/2010,S994,SRS,H,R03,,1947.0,UT,132.0,0.27,64.0,6.2208
163,AP,CUMBERLAND VALLEY,0WC,253.97,SG,M,L,TDD,20.0,12/06/2010,S958,SRS,H,R07,,1953.0,OT,132.0,5.33,58.0,129.8388
164,AP,EASTERN KENTUCKY,0WI,221.4,SD,S,R,TDD,20.0,12/06/2010,S994,SRS,H,R03,,1948.0,UT,132.0,0.27,63.0,6.2937
165,AP,KINGSPORT,Z,48.9,SG,M,R,TDD,50.0,12/06/2010,S823,SRS,H,M01,,2000.0,BS,141.0,29.97,11.0,293.4063
166,AP,KD,00C,181.957,SG,M,L,TDD,30.0,12/05/2012,S958,SRS,H,R08,,2000.0,BS,141.0,21.28,13.0,240.6768
167,AP,KD,00C,221.842,SG,M,L,TDT,10.0,12/05/2011,S958,SRS,H,R08,,1987.0,BS,132.0,21.28,25.0,399.0
168,AP,CUMBERLAND VALLEY,0WB,240.274,1,M,L,HW,3.0,12/04/2012,S958,SRS,H,R07,,2004.0,OT,141.0,4.45,9.0,36.4455
169,AP,CUMBERLAND VALLEY,0WB,232.746,SG,M,L,TDC,10.0,12/04/2012,S958,SRS,H,R07,,1987.0,YA,132.0,5.33,26.0,102.5492
170,AP,CUMBERLAND VALLEY,0WB,232.742,SG,M,L,TDD,10.0,12/04/2012,S958,SRS,H,R07,,1967.0,UT,132.0,5.33,46.0,132.3972
171,AP,CUMBERLAND VALLEY,0WO,246.044,SG,M,L,HSH,2.0,12/03/2012,S958,SRS,H,R07,,1935.0,UT,100.0,5.33,78.0,91.4628
