,LATITUDE,LONGITUDE,EXCEPTION TYPE
14251,35.916916,82.076189,LEFT RAIL CANT
14252,35.91693,82.07621,LEFT RAIL CANT
14253,35.916916,82.076189,LEFT RAIL CANT
14254,35.916809,82.076406,WIDE GAGE
14255,35.916903,82.076504,WIDE GAGE
14256,37.565413,83.606425,LEFT RAIL CANT
14257,37.565388,83.606407,PLG 24 2ND LEVEL
14258,37.565394,83.606497,PLG 24 2ND LEVEL
14259,37.565386,83.606372,PLG 24 2ND LEVEL
14260,37.56541,83.606451,WIDE GAGE
14261,37.565405,83.606417,WIDE GAGE
14262,37.565427,83.606575,WIDE GAGE
14263,37.565403,83.606364,WIDE GAGE
14264,37.565403,83.606364,WIDE GAGE
14265,37.565372,83.606248,GWR 2ND LEVEL
14266,37.565097,83.607589,LEFT RAIL CANT
14267,37.565372,83.606248,LOADED GAGE
14268,37.565372,83.606248,LOADED GAGE
14269,37.56538,83.606331,PLG 24 2ND LEVEL
14270,37.565372,83.606248,PLG 24 2ND LEVEL
14271,37.565384,83.606231,WIDE GAGE
14272,37.565394,83.606915,WIDE GAGE
14273,37.565099,83.607658,WIDE GAGE
14274,37.565398,83.606376,WIDE GAGE
14275,37.565412,83.606444,WIDE GAGE
14276,37.565367,83.606204,WIDE GAGE
14277,35.916754,82.076006,LEFT RAIL CANT
14278,35.916724,82.07597,WIDE GAGE
14279,35.916724,82.07597,WIDE GAGE
14280,37.565093,83.607381,LEFT RAIL CANT
14281,37.560149,83.60979,LEFT RAIL CANT
14282,37.565361,83.606173,LOADED GAGE
14283,37.565329,83.606011,PLG 24 2ND LEVEL
14284,37.565361,83.606173,PLG 24 2ND LEVEL
14285,37.565391,83.606232,WIDE GAGE
14286,37.55998,83.609648,LEFT RAIL CANT
14287,37.565102,83.607063,LEFT RAIL CANT
14288,37.565099,83.607112,WIDE GAGE
14289,37.565389,83.606319,WIDE GAGE
14290,35.916476,82.075465,LEFT RAIL CANT
14291,35.916515,82.075714,RIGHT RAIL CANT
14292,35.916516,82.075721,RIGHT RAIL CANT
14293,35.916453,82.075331,LEFT RAIL CANT
14294,35.916428,82.075263,LEFT RAIL CANT
14295,35.916475,82.075421,RIGHT RAIL CANT
14296,35.916476,82.075455,WIDE GAGE
14297,35.91671,82.071812,CROSSLEVEL
14298,35.91672,82.071688,LEFT RAIL CANT
14299,37.564347,83.60019,WARP 31FT
14300,37.564347,83.60019,WARP 31FT
14301,37.555324,83.605453,WARP 31FT
14302,37.555324,83.605453,WARP 31FT
14303,36.814797,84.125568,CROSSLEVEL
14304,36.81476,84.125579,PROFILE LEFT 62FT
14305,36.814845,84.125557,WARP 31FT
14306,36.91192,83.918827,LEFT RAIL CANT
14307,36.911427,83.921014,WARP 31FT
14308,36.911701,83.919821,WARP 31FT
14309,35.926568,82.136657,ALIGNMENT LEFT
14310,35.926555,82.136643,ALIGNMENT RIGHT
14311,35.926576,82.136666,WARP 31FT
14312,35.913515,82.065683,ALIGNMENT LEFT
14313,35.913515,82.065683,ALIGNMENT RIGHT
14314,35.913515,82.065683,ALIGNMENT RIGHT
14315,35.913486,82.065695,ALIGNMENT RIGHT
14316,35.911527,82.066515,LEFT RAIL CANT
14317,35.911584,82.066489,LEFT RAIL CANT
14318,35.911469,82.066502,RIGHT RAIL CANT
14319,35.911377,82.066579,RIGHT RAIL CANT
14320,35.909247,82.067556,LEFT RAIL CANT
14321,35.909365,82.067497,RIGHT RAIL CANT
14322,35.909183,82.067587,LEFT RAIL CANT
14323,35.909119,82.067624,LEFT RAIL CANT
14324,35.909124,82.067621,LEFT RAIL CANT
14325,35.909158,82.0676,LEFT RAIL CANT
14326,35.909129,82.067618,RIGHT RAIL CANT
14327,35.909094,82.067635,RIGHT RAIL CANT
14328,35.90902,82.067682,LEFT RAIL CANT
14329,35.909034,82.067673,LEFT RAIL CANT
14330,35.909005,82.067691,LEFT RAIL CANT
14331,35.90893,82.067733,RIGHT RAIL CANT
14332,35.90905,82.06766,RIGHT RAIL CANT
14333,35.908981,82.067707,RIGHT RAIL CANT
14334,35.909054,82.06766,RIGHT RAIL CANT
14335,36.806934,84.122988,ALIGNMENT LEFT
14336,36.806939,84.122991,ALIGNMENT RIGHT
14337,36.806939,84.122991,ALIGNMENT RIGHT
14338,36.806849,84.122927,WARP 31FT
14339,36.806788,84.122882,ALIGNMENT LEFT
14340,36.806788,84.122882,ALIGNMENT RIGHT
14341,35.90677,82.068868,LEFT RAIL CANT
14342,35.907041,82.068914,WARP 31FT
14343,35.906339,82.068549,LEFT RAIL CANT
14344,35.905604,82.065031,WARP 31FT
14345,35.905604,82.065031,WARP 31FT
14346,35.905649,82.065228,CROSSLEVEL
14347,35.905656,82.065275,WARP 31FT
14348,35.905656,82.065275,WARP 31FT
14349,35.905616,82.065095,LEFT RAIL CANT
14350,35.905619,82.065207,WARP 31FT
14351,35.905619,82.065207,WARP 31FT
14352,35.905593,82.064998,LEFT RAIL CANT
14353,35.901951,82.061896,WARP 31FT
14354,35.90513,82.062798,LEFT RAIL CANT
14355,35.905133,82.062859,LEFT RAIL CANT
14356,35.905133,82.062842,LEFT RAIL CANT
14357,35.905152,82.062989,LEFT RAIL CANT
14358,35.905131,82.062788,RIGHT RAIL CANT
14359,35.905131,82.062795,WIDE GAGE
14360,35.905122,82.06248,LEFT RAIL CANT
14361,35.905123,82.06246,LEFT RAIL CANT
14362,35.905122,82.062589,LEFT RAIL CANT
14363,35.905122,82.062639,LEFT RAIL CANT
14364,35.905122,82.062548,RIGHT RAIL CANT
14365,35.905122,82.062632,WIDE GAGE
14366,35.905126,82.062404,RIGHT RAIL CANT
14367,35.905241,82.061833,WIDE GAGE
14368,35.90512,82.061007,LEFT RAIL CANT
14369,35.905126,82.061051,LEFT RAIL CANT
14370,35.785826,81.943546,LEFT RAIL CANT
14371,35.785848,81.943593,LEFT RAIL CANT
14372,35.90514,82.061121,RIGHT RAIL CANT
14373,35.905131,82.06105,RIGHT RAIL CANT
14374,35.90512,82.061007,RIGHT RAIL CANT
14375,35.905129,82.061039,RIGHT RAIL CANT
14376,35.785831,81.943558,RIGHT RAIL CANT
14377,35.785869,81.943633,RIGHT RAIL CANT
14378,35.905091,82.0609,LEFT RAIL CANT
14379,35.905089,82.060894,RIGHT RAIL CANT
14380,35.905091,82.0609,RIGHT RAIL CANT
14381,35.904993,82.060638,LEFT RAIL CANT
14382,35.904718,82.060036,RIGHT RAIL CANT
14383,35.904718,82.060036,RIGHT RAIL CANT
14384,35.786608,81.944711,LEFT RAIL CANT
14385,35.786578,81.944681,RIGHT RAIL CANT
14386,35.904572,82.059622,LEFT RAIL CANT
14387,35.904544,82.059494,RIGHT RAIL CANT
14388,35.904512,82.059231,LEFT RAIL CANT
14389,35.904542,82.058714,WIDE GAGE
14390,35.904517,82.058851,WIDE GAGE
14391,35.787228,81.945191,WIDE GAGE
14392,35.904504,82.059102,LEFT RAIL CANT
14393,35.904569,82.058574,RIGHT RAIL CANT
14394,35.904555,82.058619,RIGHT RAIL CANT
14395,35.904518,82.05922,RIGHT RAIL CANT
14396,35.904554,82.058658,WIDE GAGE
14397,35.904578,82.058539,WIDE GAGE
14398,35.904578,82.058539,WIDE GAGE
14399,35.904499,82.059055,LEFT RAIL CANT
14400,35.904496,82.059022,LEFT RAIL CANT
14401,35.904501,82.058997,LEFT RAIL CANT
14402,35.787575,81.945376,LEFT RAIL CANT
14403,35.90463,82.058358,RIGHT RAIL CANT
14404,35.904592,82.05847,RIGHT RAIL CANT
14405,35.904612,82.058449,WARP 31FT
14406,35.904592,82.058495,WIDE GAGE
14407,35.904562,82.058605,WIDE GAGE
14408,35.904562,82.058605,WIDE GAGE
14409,35.904635,82.058352,CROSSLEVEL
14410,35.787616,81.945396,RIGHT RAIL CANT
14411,35.78759,81.945384,WIDE GAGE
14412,35.78759,81.945384,WIDE GAGE
14413,35.904729,82.058136,CROSSLEVEL
14414,35.904744,82.058084,RIGHT RAIL CANT
14415,35.904729,82.058112,RIGHT RAIL CANT
14416,35.904713,82.058151,RIGHT RAIL CANT
14417,35.904719,82.05814,RIGHT RAIL CANT
14418,35.904528,82.058784,WIDE GAGE
14419,35.904917,82.057799,LEFT RAIL CANT
14420,35.904605,82.058425,LEFT RAIL CANT
14421,35.904857,82.057891,RIGHT RAIL CANT
14422,35.787958,81.945561,RIGHT RAIL CANT
14423,35.904931,82.057778,LEFT RAIL CANT
14424,35.90483,82.0578,WARP 31FT
14425,35.904983,82.057716,WARP 31FT
14426,35.904646,82.058322,WIDE GAGE
14427,35.905118,82.057525,LEFT RAIL CANT
14428,35.905202,82.057452,LEFT RAIL CANT
14429,35.905159,82.05747,WARP 31FT
14430,35.905341,82.057258,LEFT RAIL CANT
14431,35.905308,82.057275,WARP 31FT
14432,35.905081,82.057316,WARP 31FT
14433,35.905175,82.057429,LEFT RAIL CANT
14434,35.905141,82.057473,WARP 31FT
14435,35.905665,82.056724,LEFT RAIL CANT
14436,35.789079,81.946341,LEFT RAIL CANT
14437,35.789079,81.946341,LEFT RAIL CANT
14438,35.905642,82.056705,RIGHT RAIL CANT
14439,36.796094,84.124324,PROFILE LEFT 62FT
14440,36.796071,84.12433,PROFILE RIGHT 62FT
14441,35.905733,82.056498,RIGHT RAIL CANT
14442,35.78913,81.946392,WIDE GAGE
14443,35.789151,81.946414,WIDE GAGE
14444,35.78918,81.946445,WIDE GAGE
14445,35.905772,82.056435,LEFT RAIL CANT
14446,35.905757,82.0565,LEFT RAIL CANT
14447,35.789254,81.946525,LEFT RAIL CANT
14448,35.789254,81.946525,LEFT RAIL CANT
14449,35.905746,82.056454,RIGHT RAIL CANT
14450,35.905752,82.056401,WIDE GAGE
14451,35.905752,82.056401,WIDE GAGE
14452,35.905764,82.056342,WIDE GAGE
14453,35.905764,82.056342,WIDE GAGE
14454,35.789279,81.946551,WIDE GAGE
14455,35.789279,81.946551,WIDE GAGE
14456,35.789315,81.946592,LEFT RAIL CANT
14457,35.789315,81.946592,LEFT RAIL CANT
14458,35.905762,82.056405,WIDE GAGE
14459,35.905803,82.056199,WIDE GAGE
14460,35.789324,81.946601,WIDE GAGE
14461,35.789324,81.946601,WIDE GAGE
14462,35.905932,82.056482,LEFT RAIL CANT
14463,35.905765,82.056374,WIDE GAGE
14464,35.905765,82.056374,WIDE GAGE
14465,35.905884,82.055548,LEFT RAIL CANT
14466,35.905798,82.056312,WIDE GAGE
14467,35.905798,82.056312,WIDE GAGE
14468,35.905884,82.055528,LEFT RAIL CANT
14469,35.905836,82.056042,LEFT RAIL CANT
14470,35.905811,82.056073,WIDE GAGE
14471,35.905839,82.056167,WIDE GAGE
14472,37.557216,83.574127,LOADED GAGE
14473,37.556899,83.574496,WARP 31FT
14474,36.904492,83.892774,ALIGNMENT LEFT
14475,36.904492,83.892774,ALIGNMENT RIGHT
14476,37.553611,83.568783,WARP 31FT
14477,37.553611,83.568783,WARP 31FT
14478,37.553618,83.568817,WARP 62FT
14479,37.553618,83.568817,WARP 62FT
14480,35.905262,82.047271,LEFT RAIL CANT
14481,35.905347,82.047879,WARP 31FT
14482,36.785743,84.13397,CONC LT RAIL CANT
14483,36.785962,84.134709,LEFT RAIL CANT
14484,36.785769,84.133934,WIDE GAGE
14485,36.785916,84.134413,CONC LT RAIL CANT
14486,36.785804,84.134644,LEFT RAIL CANT
14487,36.785539,84.135025,LEFT RAIL CANT
14488,36.785529,84.135033,WIDE GAGE
14489,35.902849,82.039063,LEFT RAIL CANT
14490,35.902874,82.03913,LEFT RAIL CANT
14491,35.902859,82.039094,RIGHT RAIL CANT
14492,35.902821,82.038977,LEFT RAIL CANT
14493,35.902803,82.038935,RIGHT RAIL CANT
14494,35.902832,82.039021,RIGHT RAIL CANT
14495,36.782732,84.137282,PROFILE LEFT 62FT
14496,36.782806,84.137237,PROFILE LEFT 62FT
14497,36.782806,84.137237,PROFILE LEFT 62FT
14498,36.782801,84.13724,PROFILE RIGHT 62FT
14499,36.782263,84.137572,CROSSLEVEL
14500,36.782263,84.137572,PROFILE LEFT 62FT
14501,36.782263,84.137572,PROFILE LEFT 62FT
14502,36.782224,84.137538,PROFILE LEFT 62FT
14503,36.782189,84.137571,WARP 31FT
14504,36.782632,84.137318,WARP 31FT
14505,36.782701,84.137263,WARP 31FT
14506,36.782697,84.137267,WARP 31FT
14507,35.900126,82.033561,LEFT RAIL CANT
14508,35.900126,82.033561,RIGHT RAIL CANT
14509,35.856176,82.124588,LEFT RAIL CANT
14510,35.856175,82.124649,LEFT RAIL CANT
14511,35.897935,82.031257,LEFT RAIL CANT
14512,35.897946,82.031281,RIGHT RAIL CANT
14513,36.775474,84.14202,LEFT RAIL CANT
14514,36.775606,84.14191,RIGHT RAIL CANT
14515,35.856777,82.118387,PROFILE LEFT 62FT
14516,35.895388,82.025931,PROFILE RIGHT 62FT
14517,35.885553,82.018172,CROSSLEVEL
14518,35.885553,82.018172,CROSSLEVEL
14519,35.885564,82.018174,WIDE GAGE
14520,37.555088,83.525389,PROFILE LEFT 62FT
14521,37.555088,83.525389,PROFILE LEFT 62FT
14522,37.555085,83.525394,PROFILE RIGHT 62FT
14523,37.555085,83.525394,PROFILE RIGHT 62FT
14524,37.555097,83.525359,LOADED GAGE
14525,37.555097,83.525359,PLG 24 2ND LEVEL
14526,37.555133,83.525304,PLG 24 2ND LEVEL
14527,36.759797,84.162344,PROFILE LEFT 62FT
14528,36.759797,84.162344,PROFILE LEFT 62FT
14529,36.759744,84.162327,WARP 31FT
14530,36.759744,84.162327,WARP 31FT
14531,36.863791,83.8799,CROSSLEVEL
14532,36.863823,83.879909,WARP 62FT
14533,36.863754,83.879888,PROFILE LEFT 62FT
14534,36.863748,83.879887,WARP 31FT
14535,36.863727,83.87988,WARP 62FT
14536,35.837779,82.080726,LEFT RAIL CANT
14537,35.872238,82.02351,WARP 31FT
14538,35.848436,82.080914,PROFILE LEFT 62FT
14539,35.848436,82.080914,PROFILE LEFT 62FT
14540,35.848443,82.080925,PROFILE RIGHT 62FT
14541,36.855893,83.877451,PROFILE LEFT 62FT
14542,36.855853,83.877432,PROFILE LEFT 62FT
14543,36.855853,83.877432,PROFILE LEFT 62FT
14544,36.855859,83.877433,PROFILE RIGHT 62FT
14545,37.553179,83.510492,LEFT RAIL CANT
14546,37.552678,83.510431,WIDE GAGE
14547,37.553054,83.511018,LEFT RAIL CANT
14548,37.552527,83.51025,WIDE GAGE
14549,37.552637,83.510393,WIDE GAGE
14550,37.553056,83.511024,WIDE GAGE
14551,36.773147,83.725494,WARP 31FT
14552,36.773185,83.725607,WARP 31FT
14553,36.852906,83.876743,WARP 62FT
14554,36.852842,83.876752,CLIM
14555,36.852608,83.876678,CLIM
14556,36.852869,83.876758,WARP 31FT
14557,36.852832,83.87675,WARP 62FT
14558,36.852911,83.876768,WARP 62FT
14559,36.852818,83.876714,WARP 62FT
14560,36.852904,83.876745,WARP 62FT
14561,36.852904,83.876745,WARP 62FT
14562,36.748629,84.168709,LEFT RAIL CANT
14563,36.748897,84.16777,LEFT RAIL CANT
14564,36.749293,84.167595,LEFT RAIL CANT
14565,36.748995,84.167831,WIDE GAGE
14566,37.548129,83.505587,WARP 31FT
14567,37.548155,83.50569,WARP 31FT
14568,37.548155,83.50569,WARP 31FT
14569,37.548021,83.505384,WIDE GAGE
14570,37.548038,83.505732,LEFT RAIL CANT
14571,37.548098,83.505509,WIDE GAGE
14572,37.548641,83.506271,WIDE GAGE
14573,37.548641,83.506271,WIDE GAGE
14574,37.54805,83.505463,LEFT RAIL CANT
14575,37.547984,83.505403,LEFT RAIL CANT
14576,37.548571,83.506193,LEFT RAIL CANT
14577,37.548571,83.506193,LEFT RAIL CANT
14578,37.54851,83.506123,LEFT RAIL CANT
14579,37.54851,83.506123,LEFT RAIL CANT
14580,37.548514,83.506128,WIDE GAGE
14581,37.548551,83.506169,WIDE GAGE
14582,37.548592,83.506216,WIDE GAGE
14583,36.843811,83.871482,CLIM
14584,36.843818,83.871489,WARP 31FT
14585,36.843737,83.871583,WARP 31FT
14586,36.843701,83.871541,WARP 62FT
14587,36.841765,83.869367,LEFT RAIL CANT
14588,36.841623,83.869198,WARP 31FT
14589,36.841344,83.868904,CROSSLEVEL
14590,36.841372,83.868937,CROSSLEVEL
14591,36.841271,83.868816,WARP 31FT
14592,36.841271,83.868816,WARP 31FT
14593,35.832503,82.055409,CROSSLEVEL
14594,35.832503,82.055409,CROSSLEVEL
14595,35.83249,82.055309,WARP 62FT
14596,36.72839,84.16095,PROFILE LEFT 62FT
14597,36.72839,84.16095,PROFILE LEFT 62FT
14598,36.728395,84.160954,PROFILE RIGHT 62FT
14599,36.728395,84.160954,PROFILE RIGHT 62FT
14600,36.727088,84.15992,CROSSLEVEL
14601,36.727088,84.15992,PROFILE LEFT 62FT
14602,36.727125,84.160025,WARP 62FT
14603,36.727125,84.160025,WARP 62FT
14604,,,CROSSLEVEL
14605,,,CROSSLEVEL
14606,36.727007,84.160083,LEFT RAIL CANT
14607,,,WARP 62FT
14608,36.727637,84.160385,WARP 62FT
14609,36.727637,84.160385,WARP 62FT
14610,36.727561,84.160343,CROSSLEVEL
14611,36.727516,84.160318,WARP 62FT
14612,36.727516,84.160318,WARP 62FT
14613,35.834209,82.048548,WARP 31FT
14614,35.848536,82.046431,WIDE GAGE
14615,37.540684,83.474955,LOADED GAGE
14616,37.540684,83.474955,PLG 24 2ND LEVEL
14617,37.541873,83.474951,RIGHT RAIL CANT
14618,37.540878,83.474955,WIDE GAGE
14619,37.543559,83.474446,WIDE GAGE
14620,37.541873,83.47491,WIDE GAGE
14621,37.541873,83.47491,WIDE GAGE
14622,37.541872,83.474758,RIGHT RAIL CANT
14623,37.548243,83.472792,WIDE GAGE
14624,37.548243,83.472792,WIDE GAGE
14625,37.548248,83.472903,WIDE GAGE
14626,37.548241,83.472695,LEFT RAIL CANT
14627,37.54824,83.472592,LEFT RAIL CANT
14628,37.54824,83.472592,LEFT RAIL CANT
14629,37.540722,83.474585,LOADED GAGE
14630,37.540722,83.474585,PLG 24 2ND LEVEL
14631,37.541869,83.474654,RIGHT RAIL CANT
14632,37.541867,83.474578,WIDE GAGE
14633,37.54357,83.474087,WIDE GAGE
14634,37.543525,83.474332,WIDE GAGE
14635,37.541865,83.474544,WIDE GAGE
14636,37.541865,83.474544,WIDE GAGE
14637,37.54354,83.474441,WIDE GAGE
14638,37.54354,83.474441,WIDE GAGE
14639,37.540735,83.47435,LOADED GAGE
14640,37.540735,83.47435,PLG 24 2ND LEVEL
14641,37.54824,83.472536,WIDE GAGE
14642,37.54824,83.472536,WIDE GAGE
14643,37.548244,83.472329,LEFT RAIL CANT
14644,37.548244,83.472329,LEFT RAIL CANT
14645,37.543483,83.474082,WIDE GAGE
14646,37.543483,83.474082,WIDE GAGE
14647,37.548245,83.472302,WIDE GAGE
14648,37.548245,83.472302,WIDE GAGE
14649,37.540956,83.473765,PROFILE LEFT 62FT
14650,37.540956,83.473765,PROFILE RIGHT 62FT
14651,37.542988,83.471446,PROFILE LEFT 62FT
14652,37.542987,83.471439,PROFILE RIGHT 62FT
14653,37.541493,83.468339,WARP 31FT
14654,37.541074,83.470979,PROFILE RIGHT 62FT
14655,37.541074,83.470979,PROFILE RIGHT 62FT
14656,37.541081,83.470889,WARP 62FT
14657,37.541081,83.470889,WARP 62FT
14658,37.541096,83.470683,PROFILE LEFT 62FT
14659,37.541096,83.470683,PROFILE RIGHT 62FT
14660,37.541096,83.470683,PROFILE RIGHT 62FT
14661,37.541404,83.467364,CROSSLEVEL
14662,37.541401,83.467322,WARP 31FT
14663,37.541662,83.46957,WARP 31FT
14664,37.541406,83.469645,WARP 62FT
14665,37.541406,83.469645,WARP 62FT
14666,37.541403,83.469576,CROSSLEVEL
14667,37.541463,83.469576,WARP 62FT
14668,35.83575,82.039837,RIGHT RAIL CANT
14669,35.838708,82.044236,WIDE GAGE
14670,37.541139,83.467826,LOADED GAGE
14671,37.541313,83.467932,WARP 31FT
14672,37.542637,83.46868,WARP 31FT
14673,37.541142,83.467798,WARP 31FT
14674,37.543522,83.466776,ALIGNMENT RIGHT
14675,37.548136,83.465178,LEFT RAIL CANT
14676,37.548155,83.465286,LEFT RAIL CANT
14677,36.7144,84.152177,PROFILE LEFT 62FT
14678,36.714494,84.152212,WARP 62FT
14679,36.714494,84.152212,WARP 62FT
14680,36.714387,84.152143,PROFILE LEFT 62FT
14681,36.714293,84.152104,PROFILE LEFT 62FT
14682,36.714235,84.152021,PROFILE RIGHT 62FT
14683,36.710386,84.150846,WARP 31FT
14684,36.714162,84.15208,WARP 62FT
14685,36.714071,84.152031,CROSSLEVEL
14686,36.713863,84.151983,WARP 62FT
14687,36.713962,84.152004,WARP 62FT
14688,36.713915,84.152002,WARP 62FT
14689,36.713915,84.152002,WARP 62FT
14690,36.71399,84.152,WARP 62FT
14691,36.71399,84.152,WARP 62FT
14692,35.845879,82.043969,CROSSLEVEL
14693,35.845879,82.043969,CROSSLEVEL
14694,35.841328,82.036207,PROFILE LEFT 62FT
14695,35.841328,82.036207,PROFILE LEFT 62FT
14696,36.710989,84.151112,PROFILE LEFT 62FT
14697,36.710925,84.151211,PROFILE LEFT 62FT
14698,36.710925,84.151211,PROFILE LEFT 62FT
14699,36.710897,84.151218,PROFILE LEFT 62FT
14700,36.710897,84.151218,PROFILE LEFT 62FT
14701,36.710956,84.1511,PROFILE LEFT 62FT
14702,36.710956,84.1511,PROFILE LEFT 62FT
14703,36.710956,84.1511,PROFILE LEFT 62FT
14704,36.710956,84.1511,PROFILE LEFT 62FT
14705,36.710989,84.151112,PROFILE RIGHT 62FT
14706,36.710921,84.151206,PROFILE RIGHT 62FT
14707,36.710956,84.1511,PROFILE RIGHT 62FT
14708,36.710956,84.1511,PROFILE RIGHT 62FT
14709,36.710962,84.151115,PROFILE RIGHT 62FT
14710,36.710962,84.151115,PROFILE RIGHT 62FT
14711,36.710956,84.1511,PROFILE RIGHT 62FT
14712,36.710984,84.151125,PROFILE RIGHT 62FT
14713,36.711583,84.150468,PROFILE RIGHT 62FT
14714,36.711142,84.150494,PROFILE RIGHT 62FT
14715,36.710953,84.15111,WARP 31FT
14716,36.710953,84.15111,WARP 31FT
14717,36.711063,84.151138,WARP 31FT
14718,36.710916,84.151084,PROFILE LEFT 62FT
14719,36.711018,84.151094,PROFILE LEFT 62FT
14720,36.710931,84.151104,PROFILE RIGHT 62FT
14721,36.711018,84.151094,PROFILE RIGHT 62FT
14722,36.710901,84.151078,PROFILE RIGHT 62FT
14723,36.710911,84.151082,PROFILE RIGHT 62FT
14724,36.710911,84.151082,PROFILE RIGHT 62FT
14725,36.710089,84.150646,RIGHT RAIL CANT
14726,36.710109,84.150674,RIGHT RAIL CANT
14727,36.710025,84.150609,WIDE GAGE
14728,36.713588,84.151871,ALIGNMENT
14729,36.717179,84.15332,PROFILE LEFT 62FT
14730,36.717179,84.15332,PROFILE RIGHT 62FT
14731,36.709958,84.150561,RIGHT RAIL CANT
14732,36.708536,84.149244,ALIGNMENT
14733,36.709808,84.15046,RIGHT RAIL CANT
14734,36.709771,84.15043,RIGHT RAIL CANT
14735,36.709894,84.150522,RIGHT RAIL CANT
14736,36.709979,84.150585,RIGHT RAIL CANT
14737,36.708423,84.149103,WARP 31FT
14738,36.708528,84.149235,WARP 31FT
14739,36.709747,84.150414,RIGHT RAIL CANT
14740,36.70966,84.150347,RIGHT RAIL CANT
14741,36.709733,84.150404,RIGHT RAIL CANT
14742,36.708063,84.148634,WARP 31FT
14743,36.707849,84.148353,ALIGNMENT
14744,36.709682,84.150371,RIGHT RAIL CANT
14745,36.709551,84.150269,RIGHT RAIL CANT
14746,36.709584,84.150293,WIDE GAGE
14747,36.83499,83.833289,LEFT RAIL CANT
14748,36.834964,83.833342,WARP 31FT
14749,36.834851,83.83356,WARP 31FT
14750,36.834829,83.833587,WARP 31FT
14751,36.834829,83.833587,WARP 31FT
14752,36.834819,83.833611,WARP 62FT
14753,36.714604,84.152241,CROSSLEVEL
14754,36.71473,84.152288,WARP 31FT
14755,,,CROSSLEVEL
14756,36.708285,84.14892,CROSSLEVEL
14757,36.713651,84.151894,WARP 31FT
14758,37.551965,83.458804,LEFT RAIL CANT
14759,37.551968,83.458788,WIDE GAGE
14760,37.535489,83.454417,WIDE GAGE
14761,37.551744,83.458956,WIDE GAGE
14762,37.551908,83.458871,LEFT RAIL CANT
14763,37.551866,83.458867,WIDE GAGE
14764,37.552132,83.458668,WIDE GAGE
14765,37.551694,83.458742,WIDE GAGE
14766,37.551802,83.45892,WIDE GAGE
14767,37.551802,83.45892,WIDE GAGE
14768,37.551743,83.458686,WIDE GAGE
14769,37.551743,83.458686,WIDE GAGE
14770,37.552099,83.458698,LEFT RAIL CANT
14771,37.551832,83.458584,WIDE GAGE
14772,37.552065,83.45872,WIDE GAGE
14773,37.551913,83.458836,WIDE GAGE
14774,37.551913,83.458836,WIDE GAGE
14775,37.551808,83.458612,WIDE GAGE
14776,37.552008,83.45876,WIDE GAGE
14777,37.55236,83.458426,WIDE GAGE
14778,37.552145,83.458634,WIDE GAGE
14779,37.551949,83.458805,WIDE GAGE
14780,37.551869,83.458544,WIDE GAGE
14781,37.551919,83.458489,LEFT RAIL CANT
14782,37.551919,83.458489,LEFT RAIL CANT
14783,37.535195,83.453979,WIDE GAGE
14784,37.551919,83.458489,WIDE GAGE
14785,37.535264,83.454087,WIDE GAGE
14786,37.552135,83.458643,WIDE GAGE
14787,37.552135,83.458643,WIDE GAGE
14788,37.551995,83.45841,WIDE GAGE
14789,37.551995,83.45841,WIDE GAGE
14790,37.552101,83.458678,WIDE GAGE
14791,37.552101,83.458678,WIDE GAGE
14792,37.552059,83.458344,LEFT RAIL CANT
14793,37.552059,83.458344,LEFT RAIL CANT
14794,37.552238,83.458549,WIDE GAGE
14795,37.552171,83.458615,WIDE GAGE
14796,37.552093,83.45831,WIDE GAGE
14797,37.552204,83.458579,WIDE GAGE
14798,37.552215,83.458192,LEFT RAIL CANT
14799,37.552215,83.458192,LEFT RAIL CANT
14800,37.552154,83.458251,WIDE GAGE
14801,37.552283,83.458498,WIDE GAGE
14802,37.552176,83.45823,WIDE GAGE
14803,37.552325,83.458457,WIDE GAGE
14804,37.552211,83.458196,WIDE GAGE
14805,37.552137,83.458267,WIDE GAGE
14806,36.702664,84.141748,LEFT RAIL CANT
14807,36.702638,84.141723,RIGHT RAIL CANT
14808,36.70414,84.143497,PROFILE RIGHT 62FT
14809,36.702093,84.141328,RIGHT RAIL CANT
14810,36.702186,84.14138,RIGHT RAIL CANT
14811,36.702032,84.141284,LEFT RAIL CANT
14812,36.704029,84.143358,PROFILE LEFT 62FT
14813,36.704065,84.143373,PROFILE LEFT 62FT
14814,36.704104,84.143421,PROFILE LEFT 62FT
14815,,,CROSSLEVEL
14816,36.703822,84.143056,CROSSLEVEL
14817,36.703822,84.143056,CROSSLEVEL
14818,36.703809,84.143057,CROSSLEVEL
14819,36.701621,84.14104,LEFT RAIL CANT
14820,36.701581,84.141016,LEFT RAIL CANT
14821,36.702515,84.141562,LEFT RAIL CANT
14822,36.702565,84.141615,RIGHT RAIL CANT
14823,36.702437,84.141557,LEFT RAIL CANT
14824,36.702387,84.141515,RIGHT RAIL CANT
14825,35.852922,82.028755,PROFILE LEFT 62FT
14826,35.827413,82.025981,PROFILE LEFT 62FT
14827,35.827413,82.025981,PROFILE LEFT 62FT
14828,35.827405,82.025971,PROFILE RIGHT 62FT
14829,36.701959,84.141246,LEFT RAIL CANT
14830,36.701842,84.141171,LEFT RAIL CANT
14831,36.701984,84.141044,LEFT RAIL CANT
14832,36.701931,84.140996,RIGHT RAIL CANT
14833,36.701917,84.140984,RIGHT RAIL CANT
