,LATITUDE,LONGITUDE,EXCEPTION TYPE
1420,38.857723,82.85865,PROFILE LEFT 62FT
1421,38.857723,82.85865,PROFILE RIGHT 62FT
1422,37.348555,82.583234,ALIGNMENT LEFT
1423,37.348555,82.583234,ALIGNMENT LEFT
1424,37.348549,82.583233,ALIGNMENT RIGHT
1425,38.857998,82.858728,PROFILE LEFT 62FT
1426,38.857998,82.858728,PROFILE LEFT 62FT
1427,38.858021,82.858742,PROFILE LEFT 62FT
1428,38.857813,82.858678,PROFILE LEFT 62FT
1429,38.858094,82.858758,PROFILE LEFT 62FT
1430,38.858094,82.858758,PROFILE LEFT 62FT
1431,38.857998,82.858728,PROFILE RIGHT 62FT
1432,38.857998,82.858728,PROFILE RIGHT 62FT
1433,38.857819,82.85868,PROFILE RIGHT 62FT
1434,38.858094,82.858758,PROFILE RIGHT 62FT
1435,38.858094,82.858758,PROFILE RIGHT 62FT
1436,37.347936,82.583805,ALIGNMENT LEFT
1437,37.347906,82.583802,ALIGNMENT LEFT
1438,37.347906,82.583802,ALIGNMENT LEFT
1439,37.347931,82.583802,ALIGNMENT RIGHT
1440,37.347931,82.583802,ALIGNMENT RIGHT
1441,37.347916,82.583808,ALIGNMENT RIGHT
1442,37.347916,82.583808,ALIGNMENT RIGHT
1443,37.34791,82.583802,ALIGNMENT LEFT
1444,37.34791,82.583802,ALIGNMENT LEFT
1445,37.347888,82.583793,ALIGNMENT LEFT
1446,37.347888,82.583793,ALIGNMENT LEFT
1447,37.34791,82.583802,ALIGNMENT RIGHT
1448,37.34791,82.583802,ALIGNMENT RIGHT
1449,37.347893,82.583795,ALIGNMENT RIGHT
1450,37.347893,82.583795,ALIGNMENT RIGHT
1451,37.345612,82.582797,PROFILE LEFT 62FT
1452,37.345604,82.58279,WARP 31FT
1453,37.345298,82.582903,ALIGNMENT LEFT
1454,37.345298,82.582903,ALIGNMENT LEFT
1455,37.345303,82.5829,ALIGNMENT RIGHT
1456,37.345298,82.582903,ALIGNMENT RIGHT
1457,37.345336,82.582883,CROSSLEVEL
1458,37.343935,82.582214,CROSSLEVEL
1459,37.345228,82.582935,WARP 31FT
1460,37.345379,82.582869,WARP 31FT
1461,37.345379,82.582869,WARP 31FT
1462,37.343979,82.582214,WARP 31FT
1463,37.345208,82.582958,ALIGNMENT RIGHT
1464,37.345182,82.582959,CROSSLEVEL
1465,37.345208,82.582947,WARP 31FT
1466,37.345213,82.582944,WARP 62FT
1467,37.345213,82.582944,WARP 62FT
1468,37.345253,82.582905,WARP 62FT
1469,37.345237,82.58291,WARP 62FT
1470,37.345253,82.582905,WARP 62FT
1471,37.343847,82.582216,WARP 62FT
1472,37.343847,82.582216,WARP 62FT
1473,37.219961,82.306684,LEFT RAIL CANT
1474,37.220281,82.305853,WARP 31FT
1475,37.576893,82.489964,ALIGNMENT LEFT
1476,37.576893,82.489964,ALIGNMENT RIGHT
1477,38.263371,82.580969,WARP 31FT
1478,38.26337,82.580956,WARP 62FT
1479,38.263354,82.580958,WARP 62FT
1480,38.263439,82.580964,WARP 62FT
1481,37.220041,82.302482,LEFT RAIL CANT
1482,37.220034,82.302393,LEFT RAIL CANT
1483,37.220034,82.3024,LEFT RAIL CANT
1484,37.219795,82.30252,RIGHT RAIL CANT
1485,37.516927,82.800642,ALIGNMENT LEFT
1486,37.516927,82.800642,ALIGNMENT LEFT
1487,37.516927,82.800642,ALIGNMENT RIGHT
1488,37.516927,82.800642,ALIGNMENT RIGHT
1489,37.21767,82.302349,LEFT RAIL CANT
1490,37.217204,82.302165,LEFT RAIL CANT
1491,37.217691,82.302356,LEFT RAIL CANT
1492,37.218087,82.301178,RIGHT RAIL CANT
1493,37.217589,82.302325,LEFT RAIL CANT
1494,37.217528,82.302312,LEFT RAIL CANT
1495,37.21756,82.302324,LEFT RAIL CANT
1496,37.217138,82.302118,LEFT RAIL CANT
1497,37.217204,82.302165,LEFT RAIL CANT
1498,37.218074,82.301166,RIGHT RAIL CANT
1499,37.21798,82.301082,RIGHT RAIL CANT
1500,37.517022,82.801995,ALIGNMENT LEFT
1501,37.51703,82.801987,ALIGNMENT RIGHT
1502,37.216754,82.301907,LEFT RAIL CANT
1503,37.216782,82.30193,LEFT RAIL CANT
1504,37.217372,82.300451,RIGHT RAIL CANT
1505,37.516838,82.802181,ALIGNMENT LEFT
1506,37.516838,82.802181,ALIGNMENT LEFT
1507,37.516817,82.802203,ALIGNMENT LEFT
1508,37.516829,82.80219,ALIGNMENT RIGHT
1509,37.516829,82.80219,ALIGNMENT RIGHT
1510,37.516817,82.802203,ALIGNMENT RIGHT
1511,37.516817,82.802203,ALIGNMENT RIGHT
1512,37.576469,82.484233,ALIGNMENT LEFT
1513,37.576458,82.484248,ALIGNMENT RIGHT
1514,37.577205,82.48436,ALIGNMENT LEFT
1515,37.577204,82.484395,ALIGNMENT LEFT
1516,37.531617,82.531385,ALIGNMENT LEFT
1517,37.577221,82.484332,ALIGNMENT LEFT
1518,37.531614,82.53139,ALIGNMENT RIGHT
1519,37.57722,82.484368,ALIGNMENT RIGHT
1520,37.531646,82.531334,WARP 31FT
1521,37.577213,82.484379,WARP 31FT
1522,37.577225,82.484327,WARP 31FT
1523,37.531677,82.531278,WARP 31FT
1524,37.57723,82.484351,WARP 31FT
1525,37.577192,82.484382,WIDE GAGE
1526,37.531757,82.531137,ALIGNMENT LEFT
1527,37.531763,82.531126,ALIGNMENT LEFT
1528,37.576811,82.483794,ALIGNMENT LEFT
1529,37.576777,82.48384,ALIGNMENT LEFT
1530,37.531747,82.531154,ALIGNMENT RIGHT
1531,37.531763,82.531126,ALIGNMENT RIGHT
1532,37.576811,82.483794,ALIGNMENT RIGHT
1533,37.577234,82.48431,ALIGNMENT RIGHT
1534,37.576785,82.48383,ALIGNMENT RIGHT
1535,37.577244,82.484294,WARP 31FT
1536,38.258332,82.581404,LEFT RAIL CANT
1537,38.257892,82.581497,RIGHT RAIL CANT
1538,38.25817,82.581435,LEFT RAIL CANT
1539,38.258191,82.581422,LEFT RAIL CANT
1540,38.258215,82.581426,LEFT RAIL CANT
1541,38.258254,82.581419,LEFT RAIL CANT
1542,38.25812,82.581433,LEFT RAIL CANT
1543,38.257722,82.581549,RIGHT RAIL CANT
1544,38.257975,82.581481,LEFT RAIL CANT
1545,38.257473,82.581652,RIGHT RAIL CANT
1546,37.335158,82.583045,PROFILE LEFT 62FT
1547,37.335117,82.583211,PROFILE LEFT 62FT
1548,37.334818,82.583272,PROFILE RIGHT 62FT
1549,37.335158,82.583045,PROFILE RIGHT 62FT
1550,38.257547,82.581628,EXCESS. ELEVATION
1551,38.257526,82.581638,LEFT RAIL CANT
1552,38.257407,82.581697,EXCESS. ELEVATION
1553,38.257389,82.581704,LEFT RAIL CANT
1554,38.257218,82.581726,EXCESS. ELEVATION
1555,38.257262,82.58176,EXCESS. ELEVATION
1556,38.257033,82.581919,LEFT RAIL CANT
1557,38.257055,82.581897,LEFT RAIL CANT
1558,38.256682,82.582202,RIGHT RAIL CANT
1559,38.256741,82.58214,RIGHT RAIL CANT
1560,38.256943,82.581986,EXCESS. ELEVATION
1561,38.256943,82.581986,EXCESS. ELEVATION
1562,38.256899,82.582015,EXCESS. ELEVATION
1563,38.256843,82.58206,LEFT RAIL CANT
1564,38.256812,82.582089,LEFT RAIL CANT
1565,38.256825,82.582077,LEFT RAIL CANT
1566,38.256425,82.582458,RIGHT RAIL CANT
1567,38.256803,82.582104,EXCESS. ELEVATION
1568,38.256803,82.582104,EXCESS. ELEVATION
1569,38.256901,82.582021,EXCESS. ELEVATION
1570,38.256398,82.582483,RIGHT RAIL CANT
1571,37.210118,82.298543,LEFT RAIL CANT
1572,37.211262,82.297468,RIGHT RAIL CANT
1573,37.209834,82.29841,LEFT RAIL CANT
1574,37.210993,82.297375,RIGHT RAIL CANT
1575,37.211103,82.298083,RIGHT RAIL CANT
1576,37.332452,82.585265,PROFILE LEFT 62FT
1577,37.329877,82.585904,PROFILE LEFT 62FT
1578,37.332447,82.585268,PROFILE RIGHT 62FT
1579,37.332442,82.585271,PROFILE RIGHT 62FT
1580,37.329905,82.585842,PROFILE RIGHT 62FT
1581,37.329872,82.585908,PROFILE RIGHT 62FT
1582,37.32982,82.58589,PROFILE LEFT 62FT
1583,37.32982,82.58589,PROFILE LEFT 62FT
1584,37.329815,82.58594,PROFILE LEFT 62FT
1585,37.329906,82.585885,PROFILE LEFT 62FT
1586,37.32981,82.585944,PROFILE RIGHT 62FT
1587,37.32981,82.585944,PROFILE RIGHT 62FT
1588,37.329825,82.585887,PROFILE RIGHT 62FT
1589,37.329825,82.585887,PROFILE RIGHT 62FT
1590,37.32977,82.585918,PROFILE RIGHT 62FT
1591,37.329906,82.585885,PROFILE RIGHT 62FT
1592,37.329906,82.585885,PROFILE RIGHT 62FT
1593,37.209996,82.297258,LEFT RAIL CANT
1594,37.209848,82.296863,RIGHT RAIL CANT
1595,37.511888,82.81189,ALIGNMENT LEFT
1596,37.511888,82.81189,ALIGNMENT LEFT
1597,37.511877,82.811889,ALIGNMENT RIGHT
1598,37.511877,82.811889,ALIGNMENT RIGHT
1599,37.511904,82.811891,WARP 31FT
1600,37.512064,82.811795,WIDE GAGE
1601,37.511763,82.811918,ALIGNMENT LEFT
1602,37.511774,82.81192,ALIGNMENT RIGHT
1603,37.326889,82.587261,ALIGNMENT LEFT
1604,37.326889,82.587261,ALIGNMENT RIGHT
1605,37.20581,82.29733,ALIGNMENT LEFT
1606,37.205812,82.297316,ALIGNMENT LEFT
1607,37.20581,82.29733,ALIGNMENT RIGHT
1608,37.205812,82.297316,ALIGNMENT RIGHT
1609,37.206356,82.296987,LEFT RAIL CANT
1610,37.206422,82.296926,LEFT RAIL CANT
1611,37.206333,82.29695,WARP 31FT
1612,37.507534,82.811114,LEFT RAIL CANT
1613,37.507319,82.810921,WIDE GAGE
1614,37.507319,82.810921,WIDE GAGE
1615,37.507581,82.81108,WIDE GAGE
1616,37.20393,82.300229,LEFT RAIL CANT
1617,37.168747,82.140283,WARP 31FT
1618,37.204345,82.29719,WARP 31FT
1619,37.204182,82.299215,RIGHT RAIL CANT
1620,37.204182,82.299215,RIGHT RAIL CANT
1621,37.204848,82.298757,WARP 31FT
1622,37.506998,82.811526,ALIGNMENT LEFT
1623,37.506998,82.811526,ALIGNMENT RIGHT
1624,37.506598,82.811468,LEFT RAIL CANT
1625,37.506655,82.81164,LEFT RAIL CANT
1626,37.506987,82.811551,ALIGNMENT LEFT
1627,37.506987,82.811551,ALIGNMENT RIGHT
1628,38.955855,84.448609,CROSSLEVEL
1629,38.95587,84.44863,LEFT RAIL CANT
1630,38.955754,84.448678,LEFT RAIL CANT
1631,38.955854,84.448631,LEFT RAIL CANT
1632,37.325362,82.578829,ALIGNMENT LEFT
1633,37.322974,82.579483,ALIGNMENT LEFT
1634,37.325357,82.578825,ALIGNMENT RIGHT
1635,38.954185,84.450107,CROSSLEVEL
1636,38.954185,84.450107,CROSSLEVEL
1637,38.95413,84.450166,CROSSLEVEL
1638,38.95413,84.450166,CROSSLEVEL
1639,38.952193,84.451835,LEFT RAIL CANT
1640,38.952111,84.451917,LOADED GAGE
1641,38.952079,84.451959,LOADED GAGE
1642,38.951802,84.452449,LEFT RAIL CANT
1643,38.951788,84.452417,LOADED GAGE
1644,37.511226,82.819568,GWR 2ND LEVEL
1645,37.51123,82.819572,LOADED GAGE
1646,37.511142,82.819466,PLG 24 2ND LEVEL
1647,37.511226,82.819568,PLG 24 2ND LEVEL
1648,37.511127,82.819454,RIGHT RAIL CANT
1649,37.511165,82.819499,RIGHT RAIL CANT
1650,37.511411,82.819748,RIGHT RAIL CANT
1651,37.511505,82.819864,LEFT RAIL CANT
1652,37.51131,82.819659,PLG 24 2ND LEVEL
1653,37.511296,82.819646,RIGHT RAIL CANT
1654,37.511444,82.819772,RIGHT RAIL CANT
1655,37.511387,82.819739,PLG 24 2ND LEVEL
1656,37.511413,82.819758,PLG 24 2ND LEVEL
1657,37.511536,82.81988,RIGHT RAIL CANT
1658,37.511451,82.819797,PLG 24 2ND LEVEL
1659,37.511537,82.819876,PLG 24 2ND LEVEL
1660,37.51163,82.819983,RIGHT RAIL CANT
1661,37.511652,82.819966,LOADED GAGE
1662,37.511581,82.81991,PLG 24 2ND LEVEL
1663,37.511652,82.819966,PLG 24 2ND LEVEL
1664,37.511848,82.820111,LEFT RAIL CANT
1665,37.512001,82.820191,LEFT RAIL CANT
1666,37.511781,82.820058,PLG 24 2ND LEVEL
1667,37.5118,82.820072,PLG 24 2ND LEVEL
1668,37.512108,82.820314,WIDE GAGE
1669,37.512108,82.820314,WIDE GAGE
1670,37.511928,82.820158,GWR 2ND LEVEL
1671,37.511886,82.820139,LEFT RAIL CANT
1672,37.511934,82.820165,LEFT RAIL CANT
1673,37.511876,82.820122,PLG 24 2ND LEVEL
1674,37.512214,82.82029,WIDE GAGE
1675,37.512214,82.82029,WIDE GAGE
1676,37.512027,82.82022,LEFT RAIL CANT
1677,37.512226,82.820327,LEFT RAIL CANT
1678,37.511986,82.820191,LOADED GAGE
1679,37.511933,82.820162,LOADED GAGE
1680,37.511986,82.820191,PLG 24 2ND LEVEL
1681,37.511933,82.820162,PLG 24 2ND LEVEL
1682,37.512321,82.82036,LEFT RAIL CANT
1683,37.512197,82.820295,PLG 24 2ND LEVEL
1684,37.512381,82.820372,GWR 1ST LEVEL
1685,37.512381,82.820372,GWR 2ND LEVEL
1686,37.512387,82.820374,LOADED GAGE
1687,37.512387,82.820374,LOADED GAGE
1688,37.512381,82.820372,PLG 24 2ND LEVEL
1689,37.51246,82.820409,RIGHT RAIL CANT
1690,40.136828,83.062984,PROFILE LEFT 62FT
1691,40.136828,83.062984,PROFILE LEFT 62FT
1692,40.135686,83.062501,WARP 31FT
1693,40.135863,83.062538,WARP 62FT
1694,40.136362,83.062706,LOADED GAGE
1695,40.136564,83.062807,RIGHT RAIL CANT
1696,40.136474,83.062758,LOADED GAGE
1697,40.136419,83.062722,RIGHT RAIL CANT
1698,40.136625,83.06284,RIGHT RAIL CANT
1699,40.136658,83.062844,LOADED GAGE
1700,40.136596,83.062816,LOADED GAGE
1701,40.136562,83.062796,WIDE GAGE
1702,40.136753,83.062895,LOADED GAGE
1703,40.136758,83.062897,LOADED GAGE
1704,40.136738,83.062885,RIGHT RAIL CANT
1705,40.136673,83.062848,RIGHT RAIL CANT
1706,40.137189,83.06314,LOADED GAGE
1707,40.136958,83.062991,RIGHT RAIL CANT
1708,40.137472,83.06332,LOADED GAGE
1709,40.137562,83.063384,LOADED GAGE
1710,40.137478,83.063331,WIDE GAGE
1711,38.245955,82.608202,GWR 2ND LEVEL
1712,38.245904,82.608254,GWR 2ND LEVEL
1713,38.245904,82.608254,PLG 24 2ND LEVEL
1714,38.24564,82.608528,GWR 2ND LEVEL
1715,38.245601,82.608564,LEFT RAIL CANT
1716,38.245703,82.608461,PLG 24 2ND LEVEL
1717,38.24564,82.608528,PLG 24 2ND LEVEL
1718,38.245623,82.608546,GWR 2ND LEVEL
1719,38.245545,82.608612,GWR 2ND LEVEL
1720,38.24553,82.608628,LEFT RAIL CANT
1721,38.245523,82.608633,PLG 24 2ND LEVEL
1722,38.245437,82.608703,GWR 2ND LEVEL
1723,38.245485,82.608657,GWR 2ND LEVEL
1724,38.245445,82.608695,GWR 2ND LEVEL
1725,38.245476,82.608666,GWR 2ND LEVEL
1726,38.245459,82.608682,PLG 24 2ND LEVEL
1727,38.245437,82.608703,PLG 24 2ND LEVEL
1728,38.245476,82.608666,PLG 24 2ND LEVEL
1729,38.245281,82.608828,RIGHT RAIL CANT
1730,38.245242,82.608865,RIGHT RAIL CANT
1731,37.316397,82.586977,LEFT RAIL CANT
1732,37.316538,82.586829,WIDE GAGE
1733,37.316173,82.587254,LEFT RAIL CANT
1734,37.316203,82.587205,LEFT RAIL CANT
1735,37.318574,82.585846,RIGHT RAIL CANT
1736,38.244712,82.609198,GWR 2ND LEVEL
1737,38.244712,82.609198,PLG 24 2ND LEVEL
1738,38.244687,82.609216,RIGHT RAIL CANT
1739,37.316093,82.587366,ALIGNMENT LEFT
1740,37.316093,82.587366,ALIGNMENT LEFT
1741,37.316022,82.587484,ALIGNMENT LEFT
1742,37.316087,82.587377,ALIGNMENT RIGHT
1743,37.201536,82.315977,CROSSLEVEL
1744,37.201582,82.315915,WARP 31FT
1745,37.202328,82.316937,WARP 31FT
1746,37.176417,82.156335,WARP 31FT
1747,37.201561,82.315927,WARP 31FT
1748,37.201512,82.316023,WARP 31FT
1749,37.315957,82.587584,ALIGNMENT RIGHT
1750,37.315949,82.587615,WARP 31FT
1751,37.315984,82.587555,WARP 31FT
1752,37.201193,82.317164,LEFT RAIL CANT
1753,37.201406,82.316263,RIGHT RAIL CANT
1754,37.202151,82.3175,LEFT RAIL CANT
1755,37.201323,82.316498,RIGHT RAIL CANT
1756,37.201325,82.316442,RIGHT RAIL CANT
1757,37.201212,82.317327,RIGHT RAIL CANT
1758,37.201227,82.31675,LEFT RAIL CANT
1759,37.201242,82.316706,LEFT RAIL CANT
1760,37.201284,82.317768,LEFT RAIL CANT
1761,37.202079,82.317832,LEFT RAIL CANT
1762,37.202079,82.317832,LEFT RAIL CANT
1763,37.201236,82.316799,RIGHT RAIL CANT
1764,37.201284,82.317768,RIGHT RAIL CANT
1765,37.201224,82.316859,LEFT RAIL CANT
1766,37.201427,82.318001,LEFT RAIL CANT
1767,37.202057,82.317959,LEFT RAIL CANT
1768,37.201205,82.316913,RIGHT RAIL CANT
1769,37.20119,82.317028,LEFT RAIL CANT
1770,37.202032,82.318135,LEFT RAIL CANT
1771,37.202027,82.318169,LEFT RAIL CANT
1772,37.202032,82.318135,LEFT RAIL CANT
1773,37.517687,82.822969,LEFT RAIL CANT
1774,37.517635,82.822756,RIGHT RAIL CANT
1775,37.51772,82.823112,LEFT RAIL CANT
1776,37.51768,82.822946,RIGHT RAIL CANT
1777,37.517738,82.823228,LEFT RAIL CANT
1778,37.517651,82.822768,LEFT RAIL CANT
1779,37.517703,82.82305,RIGHT RAIL CANT
1780,37.201415,82.318916,LEFT RAIL CANT
1781,37.201411,82.318957,WIDE GAGE
1782,37.201411,82.318957,WIDE GAGE
1783,37.517775,82.823606,ALIGNMENT LEFT
1784,37.517775,82.823606,ALIGNMENT LEFT
1785,37.517776,82.823613,ALIGNMENT LEFT
1786,37.517776,82.823613,ALIGNMENT LEFT
1787,37.517775,82.823599,ALIGNMENT RIGHT
1788,37.517775,82.823599,ALIGNMENT RIGHT
1789,37.517776,82.823613,ALIGNMENT RIGHT
1790,37.517776,82.823613,ALIGNMENT RIGHT
1791,37.201166,82.319921,LEFT RAIL CANT
1792,37.201211,82.319822,LEFT RAIL CANT
1793,37.201146,82.319953,WIDE GAGE
1794,,,WARP 31FT
1795,,,WARP 31FT
1796,,,WARP 62FT
1797,38.948204,84.465243,CROSSLEVEL
1798,38.947777,84.465622,WARP 31FT
1799,38.947777,84.465622,WARP 31FT
1800,38.948183,84.465181,WARP 31FT
1801,38.948277,84.465147,WARP 62FT
1802,38.94846,84.465332,WARP 62FT
1803,37.517232,82.826392,GWR 2ND LEVEL
1804,37.517193,82.826671,LEFT RAIL CANT
1805,37.517175,82.826853,LEFT RAIL CANT
1806,37.517232,82.826392,PLG 24 2ND LEVEL
1807,38.948089,84.465395,CROSSLEVEL
1808,38.947791,84.465479,WARP 31FT
1809,38.947816,84.465475,WARP 31FT
1810,38.947782,84.465486,WARP 31FT
1811,37.517204,82.82658,GWR 1ST LEVEL
1812,37.517199,82.826629,GWR 2ND LEVEL
1813,37.517204,82.82658,GWR 2ND LEVEL
1814,37.517172,82.82688,LEFT RAIL CANT
1815,37.517204,82.82658,LOADED GAGE
1816,37.517204,82.82658,PLG 24 1ST LEVEL
1817,37.517204,82.82658,PLG 24 2ND LEVEL
1818,37.517185,82.826769,GWR 2ND LEVEL
1819,37.51719,82.826711,GWR 2ND LEVEL
1820,37.517177,82.827262,LEFT RAIL CANT
1821,37.517185,82.826769,LOADED GAGE
1822,37.517185,82.826769,PLG 24 2ND LEVEL
1823,37.51719,82.826711,PLG 24 2ND LEVEL
1824,37.51718,82.826867,GWR 2ND LEVEL
1825,37.517181,82.826729,LEFT RAIL CANT
1826,37.517206,82.82678,LEFT RAIL CANT
1827,37.5172,82.826862,LEFT RAIL CANT
1828,37.199675,82.321909,LEFT RAIL CANT
1829,37.199819,82.321475,RIGHT RAIL CANT
1830,37.199872,82.32149,RIGHT RAIL CANT
1831,38.946218,84.466281,EXCESS. ELEVATION
1832,38.946229,84.46628,EXCESS. ELEVATION
1833,38.946317,84.466232,GWR 2ND LEVEL
1834,37.561216,82.463991,ALIGNMENT LEFT
1835,37.561216,82.463991,ALIGNMENT LEFT
1836,37.561216,82.463991,ALIGNMENT RIGHT
1837,37.199901,82.324455,LEFT RAIL CANT
1838,37.199922,82.324981,RIGHT RAIL CANT
1839,37.199758,82.32574,LEFT RAIL CANT
1840,37.199901,82.324897,LEFT RAIL CANT
1841,37.199903,82.325455,RIGHT RAIL CANT
1842,37.517484,82.832007,ALIGNMENT
1843,37.517455,82.832425,ALIGNMENT LEFT
1844,37.517455,82.832425,ALIGNMENT RIGHT
1845,37.517522,82.831694,LEFT RAIL CANT
1846,37.517159,82.833317,WIDE GAGE
1847,37.517159,82.833317,WIDE GAGE
1848,37.517504,82.831779,ALIGNMENT
1849,37.517564,82.831779,ALIGNMENT LEFT
1850,37.517564,82.831779,ALIGNMENT LEFT
1851,37.517564,82.831779,ALIGNMENT RIGHT
1852,37.517564,82.831779,ALIGNMENT RIGHT
1853,37.517555,82.831811,WIDE GAGE
1854,38.235754,82.613284,ALIGNMENT LEFT
1855,38.235754,82.613284,ALIGNMENT LEFT
1856,38.235596,82.613368,ALIGNMENT LEFT
1857,38.235596,82.613368,ALIGNMENT LEFT
1858,38.235759,82.613283,ALIGNMENT RIGHT
1859,38.235759,82.613283,ALIGNMENT RIGHT
1860,38.235575,82.613362,ALIGNMENT RIGHT
1861,38.235575,82.613362,ALIGNMENT RIGHT
1862,37.312769,82.597921,LEFT RAIL CANT
1863,37.312744,82.597946,LEFT RAIL CANT
1864,37.312744,82.597936,RIGHT RAIL CANT
1865,37.51695,82.833561,LEFT RAIL CANT
1866,37.517503,82.831842,WIDE GAGE
1867,37.312653,82.598004,LEFT RAIL CANT
1868,37.312658,82.598002,RIGHT RAIL CANT
1869,37.517437,82.832248,GWR 2ND LEVEL
1870,37.517461,82.832286,LEFT RAIL CANT
1871,37.517506,82.832138,LEFT RAIL CANT
1872,37.517437,82.832248,PLG 24 2ND LEVEL
1873,37.517493,82.832003,RIGHT RAIL CANT
1874,37.517479,82.832112,RIGHT RAIL CANT
1875,37.517483,82.832069,RIGHT RAIL CANT
1876,37.312573,82.598049,RIGHT RAIL CANT
1877,37.313034,82.597596,WARP 31FT
1878,37.517336,82.832641,CROSSLEVEL
1879,37.516461,82.833902,LEFT RAIL CANT
1880,37.517395,82.832496,WIDE GAGE
1881,37.199514,82.326244,LEFT RAIL CANT
1882,37.197362,82.325127,LEFT RAIL CANT
1883,37.199191,82.326667,RIGHT RAIL CANT
1884,37.199206,82.326649,RIGHT RAIL CANT
1885,38.23504,82.613334,ALIGNMENT LEFT
1886,38.23504,82.613334,ALIGNMENT LEFT
1887,38.235046,82.613336,ALIGNMENT RIGHT
1888,38.235046,82.613336,ALIGNMENT RIGHT
1889,37.312456,82.598115,ALIGNMENT LEFT
1890,37.312456,82.598115,ALIGNMENT RIGHT
1891,37.312168,82.598184,RIGHT RAIL CANT
1892,37.312234,82.598171,RIGHT RAIL CANT
1893,37.517355,82.832565,GWR 2ND LEVEL
1894,37.51735,82.832584,LOADED GAGE
1895,37.517351,82.832578,PLG 24 2ND LEVEL
1896,37.517341,82.832661,RIGHT RAIL CANT
1897,37.516371,82.833931,WIDE GAGE
1898,37.516371,82.833931,WIDE GAGE
1899,38.234891,82.613286,ALIGNMENT LEFT
1900,38.234897,82.613288,ALIGNMENT RIGHT
1901,37.517228,82.832894,PLG 24 2ND LEVEL
1902,37.516202,82.833991,WIDE GAGE
1903,37.516202,82.833991,WIDE GAGE
1904,37.516145,82.834013,CROSSLEVEL
1905,37.517177,82.833001,PLG 24 2ND LEVEL
1906,37.517119,82.833108,PLG 24 2ND LEVEL
1907,37.51684,82.833505,RIGHT RAIL CANT
1908,37.517156,82.833099,RIGHT RAIL CANT
1909,37.515693,82.834203,ALIGNMENT LEFT
1910,37.144506,82.957509,ALIGNMENT LEFT
1911,37.144506,82.957509,ALIGNMENT LEFT
1912,37.144506,82.957509,ALIGNMENT RIGHT
1913,37.515693,82.834203,ALIGNMENT RIGHT
1914,37.144506,82.957509,ALIGNMENT RIGHT
1915,37.516856,82.833467,GWR 2ND LEVEL
1916,37.516912,82.833404,GWR 2ND LEVEL
1917,37.5156,82.834241,LEFT RAIL CANT
1918,37.515677,82.834209,LEFT RAIL CANT
1919,37.516856,82.833467,PLG 24 2ND LEVEL
1920,37.516912,82.833404,PLG 24 2ND LEVEL
1921,37.196712,82.327072,LEFT RAIL CANT
1922,37.19689,82.326326,RIGHT RAIL CANT
1923,37.197286,82.327449,LEFT RAIL CANT
1924,37.196739,82.326762,RIGHT RAIL CANT
1925,37.196561,82.327846,LEFT RAIL CANT
1926,37.196566,82.327805,LEFT RAIL CANT
1927,37.196642,82.327112,RIGHT RAIL CANT
1928,37.418903,82.461413,LEFT RAIL CANT
1929,37.418894,82.461495,RIGHT RAIL CANT
1930,37.196538,82.328085,LEFT RAIL CANT
1931,37.196529,82.328236,RIGHT RAIL CANT
1932,37.41888,82.461681,LEFT RAIL CANT
1933,37.41889,82.46155,RIGHT RAIL CANT
1934,37.418873,82.461825,LEFT RAIL CANT
1935,37.418873,82.461832,RIGHT RAIL CANT
1936,37.19654,82.328937,LEFT RAIL CANT
1937,37.196501,82.328196,RIGHT RAIL CANT
1938,37.196561,82.329149,LEFT RAIL CANT
1939,37.1965,82.328251,RIGHT RAIL CANT
1940,37.1965,82.328251,RIGHT RAIL CANT
1941,37.196598,82.329406,LEFT RAIL CANT
1942,37.196508,82.328657,RIGHT RAIL CANT
1943,37.41897,82.46305,LEFT RAIL CANT
1944,37.418986,82.463131,RIGHT RAIL CANT
1945,37.418966,82.46303,RIGHT RAIL CANT
1946,37.419063,82.463455,LEFT RAIL CANT
1947,37.419061,82.463448,RIGHT RAIL CANT
1948,37.566485,82.458722,ALIGNMENT LEFT
1949,37.566485,82.458722,ALIGNMENT LEFT
1950,37.566486,82.458729,ALIGNMENT RIGHT
1951,37.566486,82.458729,ALIGNMENT RIGHT
1952,37.419353,82.464257,LEFT RAIL CANT
1953,37.419331,82.464209,LEFT RAIL CANT
1954,37.419342,82.464233,RIGHT RAIL CANT
1955,37.53061,82.538959,ALIGNMENT LEFT
1956,37.53061,82.538959,ALIGNMENT LEFT
1957,37.53061,82.538959,ALIGNMENT RIGHT
1958,37.53061,82.538959,ALIGNMENT RIGHT
1959,37.530665,82.538808,ALIGNMENT LEFT
1960,37.530665,82.538808,ALIGNMENT LEFT
1961,37.566139,82.459747,ALIGNMENT LEFT
1962,37.566139,82.459747,ALIGNMENT LEFT
1963,37.530673,82.538782,ALIGNMENT RIGHT
1964,37.530673,82.538782,ALIGNMENT RIGHT
1965,37.566112,82.45977,ALIGNMENT RIGHT
1966,37.566139,82.459747,ALIGNMENT RIGHT
1967,37.566139,82.459747,ALIGNMENT RIGHT
1968,37.30789,82.604425,ALIGNMENT LEFT
1969,37.30789,82.604425,ALIGNMENT LEFT
1970,37.309437,82.598768,ALIGNMENT LEFT
1971,37.30789,82.604425,ALIGNMENT RIGHT
1972,37.30789,82.604425,ALIGNMENT RIGHT
